Date,District,RF,T max ,T min,Avg_tem
1/29/2018,Colombo,0.9,32.9,23.3,28.1
1/30/2018,Colombo,0.6,30.4,24.8,27.6
1/31/2018,Colombo,0.4,31.7,24.5,28.1
2/1/2018,Colombo,0.9,32,23.8,27.9
2/2/2018,Colombo,0,31.1,22.6,26.85
2/3/2018,Colombo,0,31.1,23.6,27.35
2/4/2018,Colombo,0.2,31.8,23.9,27.85
2/5/2018,Colombo,0,32,23.3,27.65
2/6/2018,Colombo,31.2,32.2,24.1,28.15
2/7/2018,Colombo,1.5,30.9,24.4,27.65
2/8/2018,Colombo,7.4,30.7,24.4,27.55
2/9/2018,Colombo,0,30.8,23.8,27.3
2/10/2018,Colombo,0,30.6,24.4,27.5
2/11/2018,Colombo,0,30.6,24.2,27.4
2/12/2018,Colombo,0,32,25.1,28.55
2/13/2018,Colombo,0,31.3,24.4,27.85
2/14/2018,Colombo,0,31.1,23.9,27.5
2/15/2018,Colombo,0.4,33.4,24.4,28.9
2/16/2018,Colombo,0,34.4,24.8,29.6
2/17/2018,Colombo,0,32.9,24.2,28.55
2/18/2018,Colombo,0,31.2,22.5,26.85
2/19/2018,Colombo,0,31.8,23.3,27.55
2/20/2018,Colombo,0,33.4,21.8,27.6
2/21/2018,Colombo,0,30.4,22.1,26.25
2/22/2018,Colombo,0,31.3,22.6,26.95
2/23/2018,Colombo,0,31.8,23.2,27.5
2/24/2018,Colombo,0,33.7,24.5,29.1
2/25/2018,Colombo,0,33.5,25.8,29.65
2/26/2018,Colombo,16.1,32.8,24.9,28.85
2/27/2018,Colombo,0.4,30.9,23.3,27.1
2/28/2018,Colombo,50.7,31.6,23.9,27.75
3/1/2018,Colombo,1.8,31.7,24.9,28.3
3/2/2018,Colombo,7.4,31.3,23.3,27.3
3/3/2018,Colombo,15.1,31.1,23.9,27.5
3/4/2018,Colombo,0,32,24.3,28.15
3/5/2018,Colombo,0,31.7,24.3,28
3/6/2018,Colombo,0,31.3,25,28.15
3/7/2018,Colombo,0,31.1,24.6,27.85
3/8/2018,Colombo,0,31.9,24.9,28.4
3/9/2018,Colombo,4.7,31.4,25.5,28.45
3/10/2018,Colombo,1.5,31.3,23.9,27.6
3/11/2018,Colombo,0,31.2,24.2,27.7
3/12/2018,Colombo,1.1,28.8,25.3,27.05
3/13/2018,Colombo,0.7,29.7,24.7,27.2
3/14/2018,Colombo,0,31.6,24.4,28
3/15/2018,Colombo,0,31.8,24,27.9
3/16/2018,Colombo,0.3,31.4,26.2,28.8
3/17/2018,Colombo,0.2,31.9,26.7,29.3
3/18/2018,Colombo,0,31.6,25.1,28.35
3/19/2018,Colombo,2.6,32.5,26.1,29.3
3/20/2018,Colombo,0.1,32,24.5,28.25
3/21/2018,Colombo,0,31.7,26.5,29.1
3/22/2018,Colombo,0,32.2,25.6,28.9
3/23/2018,Colombo,0,31.8,28.1,29.95
3/24/2018,Colombo,0,32.2,25.3,28.75
3/25/2018,Colombo,0,32.6,25.5,29.05
3/26/2018,Colombo,33.2,32.2,25.5,28.85
3/27/2018,Colombo,0.1,31.5,23.7,27.6
3/28/2018,Colombo,0,31.6,24.7,28.15
3/29/2018,Colombo,0,32,25.2,28.6
3/30/2018,Colombo,0,32,26.5,29.25
3/31/2018,Colombo,0,32,27.3,29.65
4/1/2018,Colombo,0,32.2,26.7,29.45
4/2/2018,Colombo,1.3,31.9,25.7,28.8
4/3/2018,Colombo,0,32.2,24.3,28.25
4/4/2018,Colombo,2.1,32.2,24.5,28.35
4/5/2018,Colombo,0,32.3,26.1,29.2
4/6/2018,Colombo,0.3,32.5,25.8,29.15
4/7/2018,Colombo,22.5,32.7,24.5,28.6
4/8/2018,Colombo,0,31.7,23.8,27.75
4/9/2018,Colombo,9.6,32.3,25.5,28.9
4/10/2018,Colombo,10.9,31.9,23.7,27.8
4/11/2018,Colombo,13.4,31.9,24.5,28.2
4/12/2018,Colombo,29.4,31.8,23.7,27.75
4/13/2018,Colombo,18.4,31.2,24.3,27.75
4/14/2018,Colombo,4.8,33.2,23.7,28.45
4/15/2018,Colombo,1.5,31.6,24.5,28.05
4/16/2018,Colombo,13.4,31.8,25.6,28.7
4/17/2018,Colombo,1.9,32.4,24.7,28.55
4/18/2018,Colombo,10.4,31.6,25.4,28.5
4/19/2018,Colombo,0,31.9,24.2,28.05
4/20/2018,Colombo,0,31.8,26.2,29
4/21/2018,Colombo,0,32.4,25.6,29
4/22/2018,Colombo,0,32.4,25.7,29.05
4/23/2018,Colombo,0,32.5,26,29.25
4/24/2018,Colombo,0.1,32.5,25.9,29.2
4/25/2018,Colombo,44.9,32.3,26.1,29.2
4/26/2018,Colombo,0,31.8,24.3,28.05
4/27/2018,Colombo,49.8,32.4,25.3,28.85
4/28/2018,Colombo,30.3,32.2,24.5,28.35
4/29/2018,Colombo,0,31.8,24.2,28
4/30/2018,Colombo,0,32.2,25.6,28.9
5/1/2018,Colombo,0,33.2,27.1,30.15
5/2/2018,Colombo,28.5,32.5,27.5,30
5/3/2018,Colombo,17.8,32.5,24,28.25
5/4/2018,Colombo,0,31.6,25.2,28.4
5/5/2018,Colombo,4.5,32.2,26.2,29.2
5/6/2018,Colombo,3.8,32.8,25.5,29.15
5/7/2018,Colombo,1,31.6,26.5,29.05
5/8/2018,Colombo,4.2,31.4,25.4,28.4
5/9/2018,Colombo,0,31.2,25.5,28.35
5/10/2018,Colombo,1.5,31.8,26,28.9
5/11/2018,Colombo,13.5,31.7,25.4,28.55
5/12/2018,Colombo,58.2,30.7,25.8,28.25
5/13/2018,Colombo,0.1,29.7,24.3,27
5/14/2018,Colombo,3.4,31.4,26,28.7
5/15/2018,Colombo,0,31.6,25.3,28.45
5/16/2018,Colombo,28.1,31.7,26.4,29.05
5/17/2018,Colombo,48.1,29.4,25.1,27.25
5/18/2018,Colombo,25,28.2,24.9,26.55
5/19/2018,Colombo,25.9,31.1,24.1,27.6
5/20/2018,Colombo,9.3,28.7,25.3,27
5/21/2018,Colombo,5.4,29.8,25.5,27.65
5/22/2018,Colombo,2.2,30.7,24.8,27.75
5/23/2018,Colombo,55.8,28.4,26.8,27.6
5/24/2018,Colombo,33.5,27,23.7,25.35
5/25/2018,Colombo,2.5,29.2,24.7,26.95
5/26/2018,Colombo,28.4,30.8,25.5,28.15
5/27/2018,Colombo,8.3,29.7,25.1,27.4
5/28/2018,Colombo,2,31.4,24.9,28.15
5/29/2018,Colombo,2.8,31.8,26.9,29.35
5/30/2018,Colombo,1.1,31.4,27.2,29.3
5/31/2018,Colombo,6.8,31.2,28.1,29.65
6/1/2018,Colombo,20,30.9,26.9,28.9
6/2/2018,Colombo,7.7,30.4,25.6,28
6/3/2018,Colombo,6.5,30.8,27,28.9
6/4/2018,Colombo,2.1,30.4,25.9,28.15
6/5/2018,Colombo,1.1,31.2,25.8,28.5
6/6/2018,Colombo,8.2,30.3,27.1,28.7
6/7/2018,Colombo,7.3,29,25.4,27.2
6/8/2018,Colombo,0.6,31.3,26.3,28.8
6/9/2018,Colombo,2.8,31.2,27.4,29.3
6/10/2018,Colombo,4.4,31.2,27.6,29.4
6/11/2018,Colombo,0,31.2,26.7,28.95
6/12/2018,Colombo,0,30.4,27.6,29
6/13/2018,Colombo,9.6,30.7,27.9,29.3
6/14/2018,Colombo,4.8,30.1,25.5,27.8
6/15/2018,Colombo,12.1,30.5,25,27.75
6/16/2018,Colombo,17.6,29,25.6,27.3
6/17/2018,Colombo,5.7,30.3,25.1,27.7
6/18/2018,Colombo,1.3,30.8,25.6,28.2
6/19/2018,Colombo,0.4,30.6,25.5,28.05
6/20/2018,Colombo,4.3,30.6,27,28.8
6/21/2018,Colombo,5.2,30.3,25.3,27.8
6/22/2018,Colombo,2.1,30.7,25.1,27.9
6/23/2018,Colombo,16.9,30.4,26.9,28.65
6/24/2018,Colombo,13.1,30.4,24.3,27.35
6/25/2018,Colombo,0.3,30.4,25.6,28
6/26/2018,Colombo,1.4,30.6,27.3,28.95
6/27/2018,Colombo,0,30.1,27.1,28.6
6/28/2018,Colombo,0.3,30.6,26.8,28.7
6/29/2018,Colombo,0,30.3,26.1,28.2
6/30/2018,Colombo,0,30.6,26.3,28.45
7/1/2018,Colombo,4.1,30.4,27.2,28.8
7/2/2018,Colombo,0,30.3,26.7,28.5
7/3/2018,Colombo,0,30.6,26.9,28.75
7/4/2018,Colombo,0,30.9,27.6,29.25
7/5/2018,Colombo,0,30.8,27.6,29.2
7/6/2018,Colombo,0,30.4,27.5,28.95
7/7/2018,Colombo,0,30.4,27.6,29
7/8/2018,Colombo,0,30.7,27.6,29.15
7/9/2018,Colombo,13.9,30.6,27.5,29.05
7/10/2018,Colombo,33.5,29.1,25,27.05
7/11/2018,Colombo,8.7,28.5,23.4,25.95
7/12/2018,Colombo,0,30.1,23.9,27
7/13/2018,Colombo,0.1,30.5,26.8,28.65
7/14/2018,Colombo,0,30.4,26.3,28.35
7/15/2018,Colombo,1.8,29.6,26.3,27.95
7/16/2018,Colombo,0,28.3,25.7,27
7/17/2018,Colombo,0,29.5,26.1,27.8
7/18/2018,Colombo,0,29.9,26.2,28.05
7/19/2018,Colombo,0,29.8,26.2,28
7/20/2018,Colombo,0,29.8,26,27.9
7/21/2018,Colombo,0,30.2,26.6,28.4
7/22/2018,Colombo,0,29.9,26.6,28.25
7/23/2018,Colombo,0,30.3,26.6,28.45
7/24/2018,Colombo,0,29.9,26.7,28.3
7/25/2018,Colombo,0,29.6,26.7,28.15
7/26/2018,Colombo,0,29.8,26.7,28.25
7/27/2018,Colombo,0,29.8,26.5,28.15
7/28/2018,Colombo,0,30,26.6,28.3
7/29/2018,Colombo,0,30.4,26.7,28.55
7/30/2018,Colombo,0,30.5,26.9,28.7
7/31/2018,Colombo,6.8,30.8,25.9,28.35
8/1/2018,Colombo,1.1,30.2,26.2,28.2
8/2/2018,Colombo,0.9,30.4,25.5,27.95
8/3/2018,Colombo,0,30.9,26.8,28.85
8/4/2018,Colombo,0,30.5,26.9,28.7
8/5/2018,Colombo,0,31,26.9,28.95
8/6/2018,Colombo,0,31.2,26.7,28.95
8/7/2018,Colombo,7.4,30.6,26.5,28.55
8/8/2018,Colombo,15.7,29.5,23.6,26.55
8/9/2018,Colombo,0,29.3,23.5,26.4
8/10/2018,Colombo,0,30.3,25.9,28.1
8/11/2018,Colombo,0,30.1,26.7,28.4
8/12/2018,Colombo,0.4,30.1,26.4,28.25
8/13/2018,Colombo,4.1,30.8,26.4,28.6
8/14/2018,Colombo,18.8,29.9,26,27.95
8/15/2018,Colombo,8.6,29,23.9,26.45
8/16/2018,Colombo,6.9,29.6,24.3,26.95
8/17/2018,Colombo,0,29.2,24.2,26.7
8/18/2018,Colombo,0,28.6,25.6,27.1
8/19/2018,Colombo,0,28.7,25.6,27.15
8/20/2018,Colombo,0,29,25.9,27.45
8/21/2018,Colombo,0,29.2,25.9,27.55
8/22/2018,Colombo,0,29.3,26,27.65
8/23/2018,Colombo,0,29.4,26,27.7
8/24/2018,Colombo,0,29.3,26,27.65
8/25/2018,Colombo,0,28.4,25.7,27.05
8/26/2018,Colombo,0,29.3,25.9,27.6
8/27/2018,Colombo,0,29.9,25.8,27.85
8/28/2018,Colombo,0,29.6,25.5,27.55
8/29/2018,Colombo,0,29.7,26,27.85
8/30/2018,Colombo,0,30.2,26.1,28.15
8/31/2018,Colombo,0,29.9,26.4,28.15
9/1/2018,Colombo,0,30.2,26,28.1
9/2/2018,Colombo,0,30.6,24.5,27.55
9/3/2018,Colombo,0,30.6,26.1,28.35
9/4/2018,Colombo,0,30.4,25.6,28
9/5/2018,Colombo,0,30.2,25.6,27.9
9/6/2018,Colombo,0,30.8,26.3,28.55
9/7/2018,Colombo,0,31,27,29
9/8/2018,Colombo,0,30.7,26.6,28.65
9/9/2018,Colombo,0,31.3,24.7,28
9/10/2018,Colombo,0,31.1,25.4,28.25
9/11/2018,Colombo,0,31.2,25.9,28.55
9/12/2018,Colombo,0,31.9,25.6,28.75
9/13/2018,Colombo,0,31.4,26.5,28.95
9/14/2018,Colombo,0,31.6,26.4,29
9/15/2018,Colombo,0,31.3,26.1,28.7
9/16/2018,Colombo,0.4,31.7,26,28.85
9/17/2018,Colombo,7.8,31.4,27.3,29.35
9/18/2018,Colombo,0.6,30.6,24.7,27.65
9/19/2018,Colombo,0,31.9,27.3,29.6
9/20/2018,Colombo,16.3,31.3,27.6,29.45
9/21/2018,Colombo,17.7,29.2,25.8,27.5
9/22/2018,Colombo,8,31.3,24.5,27.9
9/23/2018,Colombo,114.1,31.4,25.1,28.25
9/24/2018,Colombo,85.4,29.3,23.4,26.35
9/25/2018,Colombo,1.8,30.5,24,27.25
9/26/2018,Colombo,0,31.3,24.7,28
9/27/2018,Colombo,0,31.2,25.2,28.2
9/28/2018,Colombo,4.3,30.6,25.4,28
9/29/2018,Colombo,5.4,29.6,25,27.3
9/30/2018,Colombo,1.9,30.6,24.6,27.6
10/1/2018,Colombo,67.6,30.6,24.6,27.6
10/2/2018,Colombo,4.2,31.3,24,27.65
10/3/2018,Colombo,0,30.2,23.8,27
10/4/2018,Colombo,0.2,30.9,25.2,28.05
10/5/2018,Colombo,16.7,31,25.2,28.1
10/6/2018,Colombo,119.8,27.3,25.3,26.3
10/7/2018,Colombo,5,29.6,24,26.8
10/8/2018,Colombo,66.5,27,24.7,25.85
10/9/2018,Colombo,2.1,27.7,24.3,26
10/10/2018,Colombo,0.2,30.2,24.3,27.25
10/11/2018,Colombo,0,30.9,25.3,28.1
10/12/2018,Colombo,0.5,30.3,25.4,27.85
10/13/2018,Colombo,4.2,30.7,24.6,27.65
10/14/2018,Colombo,0,30.5,24.1,27.3
10/15/2018,Colombo,1.1,30.3,25.4,27.85
10/16/2018,Colombo,3.8,30.6,25.5,28.05
10/17/2018,Colombo,0.8,29,23.5,26.25
10/18/2018,Colombo,8.4,30.9,23.5,27.2
10/19/2018,Colombo,19.1,30.5,24.5,27.5
10/20/2018,Colombo,26.8,29.7,23.5,26.6
10/21/2018,Colombo,46.6,30.2,23.5,26.85
10/22/2018,Colombo,74.1,30.3,24.7,27.5
10/23/2018,Colombo,42.9,30.6,23.8,27.2
10/24/2018,Colombo,16.9,30.8,24.3,27.55
10/25/2018,Colombo,2.3,30.6,24.5,27.55
10/26/2018,Colombo,7.2,30.7,23.8,27.25
10/27/2018,Colombo,0.1,31.9,24.2,28.05
10/28/2018,Colombo,0,31.9,25.1,28.5
10/29/2018,Colombo,0,30.9,25.8,28.35
10/30/2018,Colombo,0,30.7,25.3,28
10/31/2018,Colombo,2.6,30.8,26.7,28.75
11/1/2018,Colombo,3.8,26.9,24.1,25.5
11/2/2018,Colombo,21.8,31.2,24.1,27.65
11/3/2018,Colombo,5.2,30.8,24.1,27.45
11/4/2018,Colombo,0,31.4,24.3,27.85
11/5/2018,Colombo,45.8,29.3,25.1,27.2
11/6/2018,Colombo,1,26.4,22.5,24.45
11/7/2018,Colombo,39.8,30.2,23.3,26.75
11/8/2018,Colombo,14.6,30.2,24.5,27.35
11/9/2018,Colombo,1.1,30,24.1,27.05
11/10/2018,Colombo,0,32.7,23.5,28.1
11/11/2018,Colombo,0,30.7,22.9,26.8
11/12/2018,Colombo,0,30.7,24,27.35
11/13/2018,Colombo,0,30.5,23.7,27.1
11/14/2018,Colombo,0,31.1,24,27.55
11/15/2018,Colombo,0,31.2,24.3,27.75
11/16/2018,Colombo,0,31.2,25.6,28.4
11/17/2018,Colombo,0.8,31.2,25.2,28.2
11/18/2018,Colombo,3.6,30.7,23.8,27.25
11/19/2018,Colombo,57.8,31.2,24.1,27.65
11/20/2018,Colombo,2.1,28.9,23.9,26.4
11/21/2018,Colombo,0,30.5,24.5,27.5
11/22/2018,Colombo,0,31.2,24.1,27.65
11/23/2018,Colombo,30.4,31.8,25.5,28.65
11/24/2018,Colombo,25.5,31.4,23.6,27.5
11/25/2018,Colombo,0.1,31.8,23.7,27.75
11/26/2018,Colombo,0,32.1,24.2,28.15
11/27/2018,Colombo,0,31.3,24.3,27.8
11/28/2018,Colombo,125.9,30.9,25.3,28.1
11/29/2018,Colombo,39.8,30.2,23.8,27
11/30/2018,Colombo,1.6,31.4,23.7,27.55
12/1/2018,Colombo,0,31.7,23.1,27.4
12/2/2018,Colombo,0,32.4,23.2,27.8
12/3/2018,Colombo,11.3,31.7,24.3,28
12/4/2018,Colombo,10.8,31.2,23.7,27.45
12/5/2018,Colombo,11.1,31.8,24.6,28.2
12/6/2018,Colombo,0,31.3,24.2,27.75
12/7/2018,Colombo,0,32.4,23.9,28.15
12/8/2018,Colombo,0,33.5,24.7,29.1
12/9/2018,Colombo,0,31.6,25.1,28.35
12/10/2018,Colombo,0,32.5,24.6,28.55
12/11/2018,Colombo,0,31.3,23.8,27.55
12/12/2018,Colombo,0,30.8,22.6,26.7
12/13/2018,Colombo,0,30.8,24.1,27.45
12/14/2018,Colombo,0,30.6,23.4,27
12/15/2018,Colombo,0,30.2,24,27.1
12/16/2018,Colombo,0,30.2,24.1,27.15
12/17/2018,Colombo,0,31.3,21.4,26.35
12/18/2018,Colombo,0,29.7,23.1,26.4
12/19/2018,Colombo,0,31.2,24.1,27.65
12/20/2018,Colombo,0,31.6,24.1,27.85
12/21/2018,Colombo,0.1,31.1,25,28.05
12/22/2018,Colombo,0,28.9,24.1,26.5
12/23/2018,Colombo,33.7,31.2,23.8,27.5
12/24/2018,Colombo,26.4,30.7,23.5,27.1
12/25/2018,Colombo,46.1,31.3,24,27.65
12/26/2018,Colombo,0,30.3,24.6,27.45
12/27/2018,Colombo,0,31.4,23.6,27.5
12/28/2018,Colombo,0,30.2,23.5,26.85
12/29/2018,Colombo,0,31.4,23.9,27.65
12/30/2018,Colombo,0,32.8,23,27.9
12/31/2018,Colombo,0,31.4,23.5,27.45
1/1/2019,Colombo,0,31.7,23.4,27.55
1/2/2019,Colombo,0,31.4,23.1,27.25
1/3/2019,Colombo,0,32.1,23.1,27.6
1/4/2019,Colombo,0,32.6,22.5,27.55
1/5/2019,Colombo,0,32.3,23.5,27.9
1/6/2019,Colombo,0,30.9,22.8,26.85
1/7/2019,Colombo,0,30.5,22.8,26.65
1/8/2019,Colombo,0,32.3,23.6,27.95
1/9/2019,Colombo,0,33.3,23.8,28.55
1/10/2019,Colombo,0,31.2,24,27.6
1/11/2019,Colombo,0,31.9,24.8,28.35
1/12/2019,Colombo,0,32.4,24.5,28.45
1/13/2019,Colombo,13.3,31.2,24.2,27.7
1/14/2019,Colombo,1.6,31.6,24.1,27.85
1/15/2019,Colombo,0,31.8,23.9,27.85
1/16/2019,Colombo,0,33.1,24.3,28.7
1/17/2019,Colombo,0,32.8,23.2,28
1/18/2019,Colombo,0,31.1,23.1,27.1
1/19/2019,Colombo,0,29.6,22.2,25.9
1/20/2019,Colombo,0,31.3,22.3,26.8
1/21/2019,Colombo,0,30.9,22.7,26.8
1/22/2019,Colombo,0,31.2,22.6,26.9
1/23/2019,Colombo,0,30.4,22.5,26.45
1/24/2019,Colombo,0,32.3,24.4,28.35
1/25/2019,Colombo,0,31.2,25.4,28.3
1/26/2019,Colombo,0.5,31.8,24.9,28.35
1/27/2019,Colombo,0,30.5,24.3,27.4
1/28/2019,Colombo,0,30.7,24.1,27.4
1/29/2019,Colombo,0,32.1,22.9,27.5
1/30/2019,Colombo,0,33.9,23.2,28.55
1/31/2019,Colombo,0,34.2,23.4,28.8
2/1/2019,Colombo,0,32.6,24.5,28.55
2/2/2019,Colombo,0,32.5,24.5,28.5
2/3/2019,Colombo,0,31.8,25.4,28.6
2/4/2019,Colombo,70.6,33.1,25.5,29.3
2/5/2019,Colombo,2.4,31.8,24.1,27.95
2/6/2019,Colombo,0,31.4,24.6,28
2/7/2019,Colombo,0,31.2,24,27.6
2/8/2019,Colombo,21.5,31.5,26.1,28.8
2/9/2019,Colombo,36.7,30.3,25.4,27.85
2/10/2019,Colombo,0,30.6,23.5,27.05
2/11/2019,Colombo,0,33.1,24.4,28.75
2/12/2019,Colombo,0,33.8,24.3,29.05
2/13/2019,Colombo,0,34.2,25,29.6
2/14/2019,Colombo,12.5,33.3,25,29.15
2/15/2019,Colombo,0.1,30.7,25.4,28.05
2/16/2019,Colombo,0,31.3,25.1,28.2
2/17/2019,Colombo,0,31.3,24.2,27.75
2/18/2019,Colombo,0,31,26.1,28.55
2/19/2019,Colombo,13.2,32.2,25.5,28.85
2/20/2019,Colombo,0,32.3,24.4,28.35
2/21/2019,Colombo,0,32.9,24,28.45
2/22/2019,Colombo,0,34.8,24.7,29.75
2/23/2019,Colombo,0,31,23.4,27.2
2/24/2019,Colombo,0,30.5,23.8,27.15
2/25/2019,Colombo,0,31.6,24.8,28.2
2/26/2019,Colombo,0,31.5,25.6,28.55
2/27/2019,Colombo,0,31.1,26.1,28.6
2/28/2019,Colombo,0,31.2,25.2,28.2
3/1/2019,Colombo,0,31.4,25.9,28.65
3/2/2019,Colombo,0,31.7,25.1,28.4
3/3/2019,Colombo,0.2,33.4,25.1,29.25
3/4/2019,Colombo,4.4,30.9,24,27.45
3/5/2019,Colombo,0,31.4,25.5,28.45
3/6/2019,Colombo,0,31.5,27.2,29.35
3/7/2019,Colombo,0,31.5,26.1,28.8
3/8/2019,Colombo,0,32,26,29
3/9/2019,Colombo,0,31.6,25.9,28.75
3/10/2019,Colombo,0,32.2,24.4,28.3
3/11/2019,Colombo,0,31.8,24.8,28.3
3/12/2019,Colombo,0,31.8,25,28.4
3/13/2019,Colombo,0,32.3,25.2,28.75
3/14/2019,Colombo,0,32.5,26.2,29.35
3/15/2019,Colombo,0,32.6,26,29.3
3/16/2019,Colombo,0.2,33.3,25.6,29.45
3/17/2019,Colombo,11.8,32.6,25.7,29.15
3/18/2019,Colombo,23.2,32.3,25.1,28.7
3/19/2019,Colombo,0,31.9,23.3,27.6
3/20/2019,Colombo,0,32.6,25.3,28.95
3/21/2019,Colombo,0,32.5,25.7,29.1
3/22/2019,Colombo,1.6,32.8,25.4,29.1
3/23/2019,Colombo,0,32.4,26.5,29.45
3/24/2019,Colombo,0,32.7,24.6,28.65
3/25/2019,Colombo,0,32.1,25.9,29
3/26/2019,Colombo,0,32.5,25.6,29.05
3/27/2019,Colombo,0,32.6,25.3,28.95
3/28/2019,Colombo,0,33.3,25.5,29.4
3/29/2019,Colombo,0,32.6,25.1,28.85
3/30/2019,Colombo,0,32.4,25.8,29.1
3/31/2019,Colombo,0,32.2,25.6,28.9
4/1/2019,Colombo,0,32.4,25.5,28.95
4/2/2019,Colombo,0,32.5,25.4,28.95
4/3/2019,Colombo,0,32.6,25.9,29.25
4/4/2019,Colombo,0,33.2,25.9,29.55
4/5/2019,Colombo,0,33.2,26.1,29.65
4/6/2019,Colombo,0,33.2,25.6,29.4
4/7/2019,Colombo,0,33.1,26.8,29.95
4/8/2019,Colombo,0,33.2,27.1,30.15
4/9/2019,Colombo,0,33.6,27,30.3
4/10/2019,Colombo,0,33.4,26.2,29.8
4/11/2019,Colombo,0,33.1,27.3,30.2
4/12/2019,Colombo,4.8,33.6,26.1,29.85
4/13/2019,Colombo,0.2,33.6,26.5,30.05
4/14/2019,Colombo,16.2,33.6,26.8,30.2
4/15/2019,Colombo,4.4,32.9,25.9,29.4
4/16/2019,Colombo,25.1,32.6,25.1,28.85
4/17/2019,Colombo,25.2,33.4,25.6,29.5
4/18/2019,Colombo,5.5,32.4,24.2,28.3
4/19/2019,Colombo,0,32,26.3,29.15
4/20/2019,Colombo,10.4,32.6,25.7,29.15
4/21/2019,Colombo,0,32.4,25.1,28.75
4/22/2019,Colombo,0.5,32.8,25.3,29.05
4/23/2019,Colombo,21.9,33,25.3,29.15
4/24/2019,Colombo,0,32.6,24.5,28.55
4/25/2019,Colombo,52,34.4,25.7,30.05
4/26/2019,Colombo,0,31.4,23.8,27.6
4/27/2019,Colombo,0,31.5,26.8,29.15
4/28/2019,Colombo,13,32.6,27,29.8
4/29/2019,Colombo,4.8,31.3,24.6,27.95
4/30/2019,Colombo,9.8,30.6,25.3,27.95
5/1/2019,Colombo,0.9,32.8,26.5,29.65
5/2/2019,Colombo,0.7,30.8,26.6,28.7
5/3/2019,Colombo,0.6,30.4,27.9,29.15
5/4/2019,Colombo,0,33.1,26.1,29.6
5/5/2019,Colombo,0,32.5,26.6,29.55
5/6/2019,Colombo,0,32.2,26.6,29.4
5/7/2019,Colombo,0,32.6,26.4,29.5
5/8/2019,Colombo,0,32.4,28.7,30.55
5/9/2019,Colombo,0,32.7,28.3,30.5
5/10/2019,Colombo,0,32.3,28.2,30.25
5/11/2019,Colombo,10.4,32.4,27.8,30.1
5/12/2019,Colombo,0.5,32,25.6,28.8
5/13/2019,Colombo,8.5,32.2,27.8,30
5/14/2019,Colombo,0,32.2,27.4,29.8
5/15/2019,Colombo,0,32.4,26.7,29.55
5/16/2019,Colombo,0,32.4,27.4,29.9
5/17/2019,Colombo,0,32.2,26.1,29.15
5/18/2019,Colombo,1,32.4,26.4,29.4
5/19/2019,Colombo,0,32.5,25.7,29.1
5/20/2019,Colombo,0,32.4,27.2,29.8
5/21/2019,Colombo,42.2,32.7,26.5,29.6
5/22/2019,Colombo,1.9,29.4,24.4,26.9
5/23/2019,Colombo,38,32.5,24.6,28.55
5/24/2019,Colombo,11.7,30.5,24.2,27.35
5/25/2019,Colombo,0.8,30.4,25,27.7
5/26/2019,Colombo,2.6,31.1,25.3,28.2
5/27/2019,Colombo,0,31.9,26.6,29.25
5/28/2019,Colombo,2.1,32.4,28.4,30.4
5/29/2019,Colombo,3.4,32.5,28.4,30.45
5/30/2019,Colombo,1.6,32.2,26.6,29.4
5/31/2019,Colombo,0,31.7,26.3,29
6/1/2019,Colombo,1.2,32.2,25.2,28.7
6/2/2019,Colombo,3.1,31.9,27.6,29.75
6/3/2019,Colombo,16.2,32.2,26.9,29.55
6/4/2019,Colombo,2.9,31.8,24.4,28.1
6/5/2019,Colombo,1.9,31.5,25.4,28.45
6/6/2019,Colombo,10,31.7,26.6,29.15
6/7/2019,Colombo,11.3,31.1,26.6,28.85
6/8/2019,Colombo,2,31.7,25,28.35
6/9/2019,Colombo,73.9,31.7,24.9,28.3
6/10/2019,Colombo,10,28,23.6,25.8
6/11/2019,Colombo,33,31.3,24.6,27.95
6/12/2019,Colombo,13.2,31.1,24.5,27.8
6/13/2019,Colombo,16.8,30.5,24.9,27.7
6/14/2019,Colombo,41,31.3,23.2,27.25
6/15/2019,Colombo,0,31.7,24,27.85
6/16/2019,Colombo,4.5,31.4,27,29.2
6/17/2019,Colombo,0.3,31.5,27.7,29.6
6/18/2019,Colombo,0,32.1,28.3,30.2
6/19/2019,Colombo,0,32.2,28.3,30.25
6/20/2019,Colombo,0.5,31.4,28.5,29.95
6/21/2019,Colombo,2,30.7,27.4,29.05
6/22/2019,Colombo,7,31.1,25.4,28.25
6/23/2019,Colombo,0,31.4,24.6,28
6/24/2019,Colombo,6.3,31.4,26.5,28.95
6/25/2019,Colombo,0,31.4,27.1,29.25
6/26/2019,Colombo,0.1,31.7,27.8,29.75
6/27/2019,Colombo,0,31.8,27.6,29.7
6/28/2019,Colombo,0,31.8,27.8,29.8
6/29/2019,Colombo,0,31.8,28,29.9
6/30/2019,Colombo,0,31.6,27.9,29.75
7/1/2019,Colombo,0.4,31.8,27.9,29.85
7/2/2019,Colombo,0.7,31.6,27.7,29.65
7/3/2019,Colombo,0.3,31.8,26.4,29.1
7/4/2019,Colombo,0,32.1,26.9,29.5
7/5/2019,Colombo,0,32.4,26.6,29.5
7/6/2019,Colombo,0,32.3,27.7,30
7/7/2019,Colombo,0,32.6,27.1,29.85
7/8/2019,Colombo,7.2,32.1,26.4,29.25
7/9/2019,Colombo,43.9,31.8,26.1,28.95
7/10/2019,Colombo,3.6,30.9,24.2,27.55
