Date,District,RF,T max ,T min,Avg_tem
3/10/2015,Colombo,0,31.8,23.6,27.7
3/11/2015,Colombo,0,31.5,24,27.75
3/12/2015,Colombo,1.1,31.9,24.9,28.4
3/13/2015,Colombo,3.7,31.3,25.4,28.35
3/14/2015,Colombo,26.5,30.7,24,27.35
3/15/2015,Colombo,2.7,31.2,23.8,27.5
3/16/2015,Colombo,4.9,31.3,23.9,27.6
3/17/2015,Colombo,65.1,31.2,25.4,28.3
3/18/2015,Colombo,0,30.8,24.3,27.55
3/19/2015,Colombo,0,31.4,24.1,27.75
3/20/2015,Colombo,0,31.1,24.9,28
3/21/2015,Colombo,0,31.2,25,28.1
3/22/2015,Colombo,0,31.3,24.8,28.05
3/23/2015,Colombo,0,31.5,25.4,28.45
3/24/2015,Colombo,0,31.5,25.3,28.4
3/25/2015,Colombo,0,32.2,25,28.6
3/26/2015,Colombo,45.4,32.1,26,29.05
3/27/2015,Colombo,4,32.3,23,27.65
3/28/2015,Colombo,2.3,31.1,24.3,27.7
3/29/2015,Colombo,1.4,31.2,24.4,27.8
3/30/2015,Colombo,7.9,31.6,24.8,28.2
3/31/2015,Colombo,8.4,32.5,25.4,28.95
4/1/2015,Colombo,12.1,31.4,25.1,28.25
4/2/2015,Colombo,0.1,32.2,24,28.1
4/3/2015,Colombo,0,31.8,25.2,28.5
4/4/2015,Colombo,0,32.5,26.8,29.65
4/5/2015,Colombo,0,32.7,25.5,29.1
4/6/2015,Colombo,3.4,32.6,25.5,29.05
4/7/2015,Colombo,28.1,32.3,26.1,29.2
4/8/2015,Colombo,0,29.8,24.4,27.1
4/9/2015,Colombo,0,32.1,25.2,28.65
4/10/2015,Colombo,0,32.4,25.7,29.05
4/11/2015,Colombo,0,32.2,25.2,28.7
4/12/2015,Colombo,0.3,32.1,25.2,28.65
4/13/2015,Colombo,4.1,30.6,25.2,27.9
4/14/2015,Colombo,31.4,31.6,23.8,27.7
4/15/2015,Colombo,0,31.8,24,27.9
4/16/2015,Colombo,0,32,24.8,28.4
4/17/2015,Colombo,19.2,32.3,25.4,28.85
4/18/2015,Colombo,19.7,32.3,22.9,27.6
4/19/2015,Colombo,22.5,32.1,24.7,28.4
4/20/2015,Colombo,61.1,32.4,25,28.7
4/21/2015,Colombo,7.1,30.9,23.8,27.35
4/22/2015,Colombo,0,31.4,23.7,27.55
4/23/2015,Colombo,0,32.3,26.1,29.2
4/24/2015,Colombo,54.3,32.4,25.7,29.05
4/25/2015,Colombo,0.6,29.5,22.7,26.1
4/26/2015,Colombo,0,32.3,25,28.65
4/27/2015,Colombo,3.2,32.5,24.7,28.6
4/28/2015,Colombo,0,32,25.1,28.55
4/29/2015,Colombo,0.5,32,25.9,28.95
4/30/2015,Colombo,0,32.2,24.7,28.45
5/1/2015,Colombo,0,32.5,25.9,29.2
5/2/2015,Colombo,13.5,32.9,24.7,28.8
5/3/2015,Colombo,0,32.6,25.7,29.15
5/4/2015,Colombo,0,33.1,25.7,29.4
5/5/2015,Colombo,0,32.1,26,29.05
5/6/2015,Colombo,0.1,32.1,25.7,28.9
5/7/2015,Colombo,14,32.8,25.9,29.35
5/8/2015,Colombo,39.1,32.1,25.1,28.6
5/9/2015,Colombo,7.1,29.1,25,27.05
5/10/2015,Colombo,10.5,31.1,25.1,28.1
5/11/2015,Colombo,0.1,29.5,24.4,26.95
5/12/2015,Colombo,5.2,32.4,24.9,28.65
5/13/2015,Colombo,23.8,32,25.5,28.75
5/14/2015,Colombo,4.3,31.4,26.1,28.75
5/15/2015,Colombo,0.5,32,26.9,29.45
5/16/2015,Colombo,1.4,32.1,26.7,29.4
5/17/2015,Colombo,7.9,32.1,26.4,29.25
5/18/2015,Colombo,2.9,32.1,26,29.05
5/19/2015,Colombo,1,32,26.2,29.1
5/20/2015,Colombo,3.9,31.7,25.9,28.8
5/21/2015,Colombo,4.2,32,27.2,29.6
5/22/2015,Colombo,0.4,31.8,26.9,29.35
5/23/2015,Colombo,3.7,31.4,27.7,29.55
5/24/2015,Colombo,15.4,32,26.7,29.35
5/25/2015,Colombo,0.5,31.6,27,29.3
5/26/2015,Colombo,0,31.8,28.3,30.05
5/27/2015,Colombo,0,32,28.4,30.2
5/28/2015,Colombo,0,32,28.5,30.25
5/29/2015,Colombo,0.3,32.3,28.7,30.5
5/30/2015,Colombo,0,32.1,28.7,30.4
5/31/2015,Colombo,9.4,32.2,27.7,29.95
6/1/2015,Colombo,3.4,31.7,25.7,28.7
6/2/2015,Colombo,4.6,31.7,26.5,29.1
6/3/2015,Colombo,10.4,31.6,26.5,29.05
6/4/2015,Colombo,3.8,31.4,26.7,29.05
6/5/2015,Colombo,13.2,29.3,25.1,27.2
6/6/2015,Colombo,0.5,31.8,24.1,27.95
6/7/2015,Colombo,0.4,31.8,26.2,29
6/8/2015,Colombo,2.4,31.6,26.2,28.9
6/9/2015,Colombo,0.2,31.7,25.5,28.6
6/10/2015,Colombo,0.2,31.6,26.7,29.15
6/11/2015,Colombo,72.1,30.8,27.2,29
6/12/2015,Colombo,0,30.8,24.9,27.85
6/13/2015,Colombo,6.6,31.5,26.5,29
6/14/2015,Colombo,0,31.9,27.2,29.55
6/15/2015,Colombo,7.8,30.8,28.3,29.55
6/16/2015,Colombo,21.1,31.4,26.3,28.85
6/17/2015,Colombo,5.8,30.4,23.9,27.15
6/18/2015,Colombo,25.6,30.9,25.8,28.35
6/19/2015,Colombo,4.5,31.7,24.7,28.2
6/20/2015,Colombo,0,31.5,24.6,28.05
6/21/2015,Colombo,0,31.6,28.1,29.85
6/22/2015,Colombo,4.9,31.8,26,28.9
6/23/2015,Colombo,0.3,31.6,26.3,28.95
6/24/2015,Colombo,1.1,32.2,26.4,29.3
6/25/2015,Colombo,0.7,31.6,26.5,29.05
6/26/2015,Colombo,17.6,32.3,28.1,30.2
6/27/2015,Colombo,3.2,30.4,24.5,27.45
6/28/2015,Colombo,21.8,31.1,24.7,27.9
6/29/2015,Colombo,0.1,29.5,24.3,26.9
6/30/2015,Colombo,5.5,31.2,25.1,28.15
7/1/2015,Colombo,1.9,31.2,25.3,28.25
7/2/2015,Colombo,0,31.2,26.3,28.75
7/3/2015,Colombo,0,31.4,26.3,28.85
7/4/2015,Colombo,0.5,31.5,28.1,29.8
7/5/2015,Colombo,0,31.5,27.8,29.65
7/6/2015,Colombo,0,31.5,28.4,29.95
7/7/2015,Colombo,0.5,31.5,28,29.75
7/8/2015,Colombo,0,31.7,27.9,29.8
7/9/2015,Colombo,1,31.7,28,29.85
7/10/2015,Colombo,5.4,31.5,27.7,29.6
7/11/2015,Colombo,0,30.8,25.4,28.1
7/12/2015,Colombo,0,31.3,26.5,28.9
7/13/2015,Colombo,0,30.7,28.1,29.4
7/14/2015,Colombo,0,31.2,28,29.6
7/15/2015,Colombo,0,31.6,27.8,29.7
7/16/2015,Colombo,0,31.5,27.3,29.4
7/17/2015,Colombo,0,29.9,27.4,28.65
7/18/2015,Colombo,0,31.3,27.6,29.45
7/19/2015,Colombo,0,31.3,27,29.15
7/20/2015,Colombo,4.3,31.4,26.6,29
7/21/2015,Colombo,0,31.5,26.1,28.8
7/22/2015,Colombo,0,30.4,27.3,28.85
7/23/2015,Colombo,0,30.7,27.1,28.9
7/24/2015,Colombo,14.5,30.9,24.1,27.5
7/25/2015,Colombo,0,30.9,26.4,28.65
7/26/2015,Colombo,7.9,30.5,25.3,27.9
7/27/2015,Colombo,1.3,30.4,25.1,27.75
7/28/2015,Colombo,0,30.6,25.5,28.05
7/29/2015,Colombo,0,31.2,26,28.6
7/30/2015,Colombo,0,31.6,27.5,29.55
7/31/2015,Colombo,0,31.5,27.2,29.35
8/1/2015,Colombo,0,31.9,26.4,29.15
8/2/2015,Colombo,0,31.8,27.3,29.55
8/3/2015,Colombo,0.9,31.4,27.8,29.6
8/4/2015,Colombo,2.3,30.3,26.4,28.35
8/5/2015,Colombo,0,30,26.2,28.1
8/6/2015,Colombo,0,31.2,26.2,28.7
8/7/2015,Colombo,0,31.9,27.7,29.8
8/8/2015,Colombo,0,31.4,27.5,29.45
8/9/2015,Colombo,0,31.2,28.1,29.65
8/10/2015,Colombo,0.5,31.6,27.7,29.65
8/11/2015,Colombo,2.1,31.6,27.6,29.6
8/12/2015,Colombo,0,31.7,27.4,29.55
8/13/2015,Colombo,0,31.7,27.5,29.6
8/14/2015,Colombo,0,31.6,27.8,29.7
8/15/2015,Colombo,1,31.2,27.9,29.55
8/16/2015,Colombo,0.5,30.7,27.3,29
8/17/2015,Colombo,10.2,32.3,24.3,28.3
8/18/2015,Colombo,20.6,31.3,24.7,28
8/19/2015,Colombo,0.6,31.1,24.7,27.9
8/20/2015,Colombo,0.5,31.6,25.5,28.55
8/21/2015,Colombo,1.4,31.6,27.5,29.55
8/22/2015,Colombo,6.5,31.6,26.8,29.2
8/23/2015,Colombo,5.6,31.7,26.6,29.15
8/24/2015,Colombo,1.5,30.8,24.8,27.8
8/25/2015,Colombo,0.7,30.8,27.3,29.05
8/26/2015,Colombo,8.3,31.9,27.3,29.6
8/27/2015,Colombo,4.1,31,26.1,28.55
8/28/2015,Colombo,15.4,30.3,25.8,28.05
8/29/2015,Colombo,1.2,31.2,24.6,27.9
8/30/2015,Colombo,6.8,31.2,27.6,29.4
8/31/2015,Colombo,0,31.1,25.6,28.35
9/1/2015,Colombo,0,31.7,26.3,29
9/2/2015,Colombo,0,31.5,26.7,29.1
9/3/2015,Colombo,46.1,30.8,26.9,28.85
9/4/2015,Colombo,0,30,24.2,27.1
9/5/2015,Colombo,0,31.5,25.6,28.55
9/6/2015,Colombo,39.5,31.3,25.1,28.2
9/7/2015,Colombo,1.2,29.7,23.2,26.45
9/8/2015,Colombo,3.9,31.1,23.9,27.5
9/9/2015,Colombo,0,31.2,24.6,27.9
9/10/2015,Colombo,33.5,30.5,25.6,28.05
9/11/2015,Colombo,32.2,28.9,23.4,26.15
9/12/2015,Colombo,0.8,31.1,24,27.55
9/13/2015,Colombo,0.1,31.5,26.9,29.2
9/14/2015,Colombo,6.1,31,27.9,29.45
9/15/2015,Colombo,29.7,31.6,26.7,29.15
9/16/2015,Colombo,10.4,31.3,24.5,27.9
9/17/2015,Colombo,9.4,31.2,25.2,28.2
9/18/2015,Colombo,10.7,31.6,26.7,29.15
9/19/2015,Colombo,0,30.9,24.4,27.65
9/20/2015,Colombo,11.7,31.3,25.1,28.2
9/21/2015,Colombo,1.7,31.4,25.1,28.25
9/22/2015,Colombo,12.9,31.2,27,29.1
9/23/2015,Colombo,5.1,31.6,25.8,28.7
9/24/2015,Colombo,19.1,31,26.9,28.95
9/25/2015,Colombo,88.4,31,24.6,27.8
9/26/2015,Colombo,59.8,26.3,24.4,25.35
9/27/2015,Colombo,68.3,29.2,23.9,26.55
9/28/2015,Colombo,59.1,30.7,23.4,27.05
9/29/2015,Colombo,26.7,28.6,23.7,26.15
9/30/2015,Colombo,55,27.1,23.4,25.25
10/1/2015,Colombo,0,31.1,23.4,27.25
10/2/2015,Colombo,0,31.7,25,28.35
10/3/2015,Colombo,1.7,31.1,25.4,28.25
10/4/2015,Colombo,31.8,31.3,26.9,29.1
10/5/2015,Colombo,15.6,29.8,24.9,27.35
10/6/2015,Colombo,11,31,24.4,27.7
10/7/2015,Colombo,0.2,31,25.4,28.2
10/8/2015,Colombo,1.2,30.7,25.2,27.95
10/9/2015,Colombo,2.3,30.2,25.1,27.65
10/10/2015,Colombo,4.7,31.3,24.8,28.05
10/11/2015,Colombo,4.3,31.4,24.9,28.15
10/12/2015,Colombo,3,31.2,25.4,28.3
10/13/2015,Colombo,23.1,31.1,25.1,28.1
10/14/2015,Colombo,2.9,30.6,24.9,27.75
10/15/2015,Colombo,1.6,30.9,24.3,27.6
10/16/2015,Colombo,28,31.4,24.2,27.8
10/17/2015,Colombo,2.5,30.8,24.2,27.5
10/18/2015,Colombo,38.4,31.3,23.9,27.6
10/19/2015,Colombo,5.9,31.3,23.9,27.6
10/20/2015,Colombo,2.5,30.9,24.9,27.9
10/21/2015,Colombo,9.2,30.8,24.3,27.55
10/22/2015,Colombo,6,31.1,24.6,27.85
10/23/2015,Colombo,3.9,30.7,25.2,27.95
10/24/2015,Colombo,7.9,30.7,25,27.85
10/25/2015,Colombo,0.7,26.7,24.7,25.7
10/26/2015,Colombo,0,30.9,24.5,27.7
10/27/2015,Colombo,0.9,30.4,24,27.2
10/28/2015,Colombo,0,31.9,24.4,28.15
10/29/2015,Colombo,2.4,31.7,24.9,28.3
10/30/2015,Colombo,11.9,29.9,24.4,27.15
10/31/2015,Colombo,11.8,31.1,25.2,28.15
11/1/2015,Colombo,13.5,30.3,23.9,27.1
11/2/2015,Colombo,74.8,30.7,24.2,27.45
11/3/2015,Colombo,0,29.9,23.6,26.75
11/4/2015,Colombo,9,31.2,23.7,27.45
11/5/2015,Colombo,10.3,30.8,24,27.4
11/6/2015,Colombo,0.5,31.3,24,27.65
11/7/2015,Colombo,9.7,31.3,24.2,27.75
11/8/2015,Colombo,13.7,31,23.9,27.45
11/9/2015,Colombo,0.6,30.8,24.3,27.55
11/10/2015,Colombo,0,31.1,25,28.05
11/11/2015,Colombo,5.8,31.4,25.2,28.3
11/12/2015,Colombo,62.9,30.6,25,27.8
11/13/2015,Colombo,59.6,28.4,24.1,26.25
11/14/2015,Colombo,10,28.4,23.9,26.15
11/15/2015,Colombo,57.7,26.4,23.9,25.15
11/16/2015,Colombo,15.9,30.9,23.8,27.35
11/17/2015,Colombo,0.6,31.4,24.6,28
11/18/2015,Colombo,0,31.5,25.7,28.6
11/19/2015,Colombo,22.4,31.4,25.6,28.5
11/20/2015,Colombo,0,31.3,24.2,27.75
11/21/2015,Colombo,0,30.9,25,27.95
11/22/2015,Colombo,7.7,31.6,24.9,28.25
11/23/2015,Colombo,29.8,31.7,24.4,28.05
11/24/2015,Colombo,30.3,31.6,23.6,27.6
11/25/2015,Colombo,0.3,32.9,23.4,28.15
11/26/2015,Colombo,0,31.8,24.5,28.15
11/27/2015,Colombo,0,32.9,24.5,28.7
11/28/2015,Colombo,7.5,31.3,25.3,28.3
11/29/2015,Colombo,1.3,31.3,23.9,27.6
11/30/2015,Colombo,81.9,30.3,24.7,27.5
12/1/2015,Colombo,0.4,31.1,23.9,27.5
12/2/2015,Colombo,0,30.9,25.1,28
12/3/2015,Colombo,1.2,31,24.9,27.95
12/4/2015,Colombo,9.3,30,25.5,27.75
12/5/2015,Colombo,0.6,30.8,24.7,27.75
12/6/2015,Colombo,3.6,30.9,24.2,27.55
12/7/2015,Colombo,86.3,31.7,24.4,28.05
12/8/2015,Colombo,59.4,30.7,24.4,27.55
12/9/2015,Colombo,1.6,31.6,23.3,27.45
12/10/2015,Colombo,41.6,29.7,24.3,27
12/11/2015,Colombo,1.4,29.7,24.3,27
12/12/2015,Colombo,1.7,31.3,25.1,28.2
12/13/2015,Colombo,10.6,31.8,24.8,28.3
12/14/2015,Colombo,3,31.2,24.4,27.8
12/15/2015,Colombo,114.4,31.3,23.8,27.55
12/16/2015,Colombo,0,31,23.9,27.45
12/17/2015,Colombo,0.4,30.4,23.4,26.9
12/18/2015,Colombo,13.4,29.9,25.6,27.75
12/19/2015,Colombo,3.5,30.8,23.6,27.2
12/20/2015,Colombo,0,31.8,23.8,27.8
12/21/2015,Colombo,0,31.8,25,28.4
12/22/2015,Colombo,0,33.5,23.7,28.6
12/23/2015,Colombo,0,33.4,23,28.2
12/24/2015,Colombo,0,32.3,23.5,27.9
12/25/2015,Colombo,0,32.2,23.6,27.9
12/26/2015,Colombo,0,33.7,24.1,28.9
12/27/2015,Colombo,6,30.7,25.6,28.15
12/28/2015,Colombo,0,31.2,24.9,28.05
12/29/2015,Colombo,18.2,32.1,24.7,28.4
12/30/2015,Colombo,0,32.2,24.3,28.25
12/31/2015,Colombo,0,34.1,24.1,29.1
1/1/2016,Colombo,0,32.2,25.4,28.8
1/2/2016,Colombo,0,31.4,24.3,27.85
1/3/2016,Colombo,0,33.2,24,28.6
1/4/2016,Colombo,0,33.6,24.9,29.25
1/5/2016,Colombo,13.4,32.3,25.1,28.7
1/6/2016,Colombo,51,32.4,24.8,28.6
1/7/2016,Colombo,0,31.6,23.7,27.65
1/8/2016,Colombo,0,32.7,25.6,29.15
1/9/2016,Colombo,0,33.2,24.2,28.7
1/10/2016,Colombo,0,32.6,25.8,29.2
1/11/2016,Colombo,0,32.7,25,28.85
1/12/2016,Colombo,0,32.8,23.8,28.3
1/13/2016,Colombo,0,32.6,23.7,28.15
1/14/2016,Colombo,0,31.5,23.4,27.45
1/15/2016,Colombo,0,30.8,21.9,26.35
1/16/2016,Colombo,0,31.6,22.9,27.25
1/17/2016,Colombo,0,31.6,23.3,27.45
1/18/2016,Colombo,0,30.5,23,26.75
1/19/2016,Colombo,0,30.9,23.5,27.2
1/20/2016,Colombo,0,31.5,24.5,28
1/21/2016,Colombo,0,32.1,25.7,28.9
1/22/2016,Colombo,0,32,24.5,28.25
1/23/2016,Colombo,0.9,33,25.1,29.05
1/24/2016,Colombo,0,32.7,25.5,29.1
1/25/2016,Colombo,0,33.7,24.9,29.3
1/26/2016,Colombo,0,34.7,25.3,30
1/27/2016,Colombo,0,35.1,24.3,29.7
1/28/2016,Colombo,0,32.1,21.8,26.95
1/29/2016,Colombo,0,31.6,23.6,27.6
1/30/2016,Colombo,0,32.8,22.6,27.7
1/31/2016,Colombo,0,32.1,22.9,27.5
2/1/2016,Colombo,0,31.9,23,27.45
2/2/2016,Colombo,0,33.1,24.3,28.7
2/3/2016,Colombo,0,35.5,22.7,29.1
2/4/2016,Colombo,0,32.4,22.8,27.6
2/5/2016,Colombo,0,32.5,24.2,28.35
2/6/2016,Colombo,0,32.7,25.3,29
2/7/2016,Colombo,0,32.1,26.1,29.1
2/8/2016,Colombo,0,32.5,25.2,28.85
2/9/2016,Colombo,51.4,33.5,26.3,29.9
2/10/2016,Colombo,0,31.7,24.7,28.2
2/11/2016,Colombo,0,32.5,25.4,28.95
2/12/2016,Colombo,0,31.3,24.4,27.85
2/13/2016,Colombo,0,31.2,24.9,28.05
2/14/2016,Colombo,0,31.1,25.5,28.3
2/15/2016,Colombo,6.6,32.2,25.1,28.65
2/16/2016,Colombo,0,34.1,24.1,29.1
2/17/2016,Colombo,0,34.2,25.7,29.95
2/18/2016,Colombo,1.9,32.3,25.6,28.95
2/19/2016,Colombo,15,31.9,24.9,28.4
2/20/2016,Colombo,3.9,31.3,24.9,28.1
2/21/2016,Colombo,0,31.8,24.1,27.95
2/22/2016,Colombo,0,33.6,25.7,29.65
2/23/2016,Colombo,0,31.5,25.4,28.45
2/24/2016,Colombo,0,32.5,24.5,28.5
2/25/2016,Colombo,27.9,32,26.7,29.35
2/26/2016,Colombo,0,31.5,23.6,27.55
2/27/2016,Colombo,0,32.5,24.9,28.7
2/28/2016,Colombo,0,33.8,25.4,29.6
2/29/2016,Colombo,0,34,26.2,30.1
3/1/2016,Colombo,2.5,33.7,25.6,29.65
3/2/2016,Colombo,0,33.5,25.1,29.3
3/3/2016,Colombo,0,33.7,25.7,29.7
3/4/2016,Colombo,4.2,34.4,25.9,30.15
3/5/2016,Colombo,0.3,33.1,26,29.55
3/6/2016,Colombo,0,32.3,26.2,29.25
3/7/2016,Colombo,5.7,32.2,26.7,29.45
3/8/2016,Colombo,9.8,32.5,26.2,29.35
3/9/2016,Colombo,0,31.7,25.5,28.6
3/10/2016,Colombo,0.6,32.7,26.9,29.8
3/11/2016,Colombo,4.3,32.2,26.7,29.45
3/12/2016,Colombo,0,31.8,26.1,28.95
3/13/2016,Colombo,0,32.3,26,29.15
3/14/2016,Colombo,0,32.6,26.8,29.7
3/15/2016,Colombo,3,32.7,26.2,29.45
3/16/2016,Colombo,0,32.1,25.9,29
3/17/2016,Colombo,0,32.7,26.9,29.8
3/18/2016,Colombo,0,32.9,26.5,29.7
3/19/2016,Colombo,0,32.6,25.8,29.2
3/20/2016,Colombo,0,32.6,25.5,29.05
3/21/2016,Colombo,0,32.3,26.2,29.25
3/22/2016,Colombo,0,33.3,25.5,29.4
3/23/2016,Colombo,0,33.4,26,29.7
3/24/2016,Colombo,0,33.2,27,30.1
3/25/2016,Colombo,0,33.3,26.7,30
3/26/2016,Colombo,0,33.2,26.3,29.75
3/27/2016,Colombo,0,33.6,27.7,30.65
3/28/2016,Colombo,1.2,33.8,26.6,30.2
3/29/2016,Colombo,50.1,33.5,24.5,29
3/30/2016,Colombo,0.2,32.8,24.1,28.45
3/31/2016,Colombo,9.4,33.2,24.3,28.75
4/1/2016,Colombo,0,32.6,26.2,29.4
4/2/2016,Colombo,0,33.3,25.4,29.35
4/3/2016,Colombo,0,33.6,25.6,29.6
4/4/2016,Colombo,0,32.9,26.3,29.6
4/5/2016,Colombo,22,33.2,26.3,29.75
4/6/2016,Colombo,0,33,25.4,29.2
4/7/2016,Colombo,0,32.9,25.8,29.35
4/8/2016,Colombo,1.3,33.7,27.2,30.45
4/9/2016,Colombo,3.8,33.8,26.5,30.15
4/10/2016,Colombo,0,32.6,26.8,29.7
4/11/2016,Colombo,2.3,33.3,26.5,29.9
4/12/2016,Colombo,0,33.4,27.1,30.25
4/13/2016,Colombo,0.3,33.3,27.5,30.4
4/14/2016,Colombo,7,33.8,27.7,30.75
4/15/2016,Colombo,36.8,33.5,26.5,30
4/16/2016,Colombo,0,32.8,26.7,29.75
4/17/2016,Colombo,0.1,32.5,26.7,29.6
4/18/2016,Colombo,0,33.3,26.4,29.85
4/19/2016,Colombo,32.3,32.6,27.6,30.1
4/20/2016,Colombo,11.6,33.2,24.7,28.95
4/21/2016,Colombo,53.1,33.1,25.8,29.45
4/22/2016,Colombo,0,33.1,25,29.05
4/23/2016,Colombo,0,33.7,27,30.35
4/24/2016,Colombo,0,33.4,27.3,30.35
4/25/2016,Colombo,0,33.5,28.3,30.9
4/26/2016,Colombo,0,33.5,27.9,30.7
4/27/2016,Colombo,0,33.6,25.7,29.65
4/28/2016,Colombo,0,33.9,26.6,30.25
4/29/2016,Colombo,0.5,34,26,30
4/30/2016,Colombo,14.8,33.2,26.6,29.9
5/1/2016,Colombo,2.1,33.1,24,28.55
5/2/2016,Colombo,0,33.1,25.8,29.45
5/3/2016,Colombo,25.7,33.4,26.9,30.15
5/4/2016,Colombo,13.2,33.6,26.3,29.95
5/5/2016,Colombo,4.1,32.3,24.1,28.2
5/6/2016,Colombo,0,31.5,24.9,28.2
5/7/2016,Colombo,17.8,32.7,26.1,29.4
5/8/2016,Colombo,10.8,32.7,25,28.85
5/9/2016,Colombo,3.4,32.6,25.2,28.9
5/10/2016,Colombo,22.1,33.1,24.7,28.9
5/11/2016,Colombo,33.2,32.3,24.5,28.4
5/12/2016,Colombo,49.7,31.1,24,27.55
5/13/2016,Colombo,2.6,32.1,24.6,28.35
5/14/2016,Colombo,76.4,32.1,25.6,28.85
5/15/2016,Colombo,256.9,26.9,25.1,26
5/16/2016,Colombo,26,28.8,23.9,26.35
5/17/2016,Colombo,19.5,30.4,25.5,27.95
5/18/2016,Colombo,0.9,31.8,26.8,29.3
5/19/2016,Colombo,9.8,30.5,27.9,29.2
5/20/2016,Colombo,0.8,32.1,26.6,29.35
5/21/2016,Colombo,1.8,31.2,26.5,28.85
5/22/2016,Colombo,10.6,32.1,27.6,29.85
5/23/2016,Colombo,4.8,32.5,27.6,30.05
5/24/2016,Colombo,9.4,30.5,26.3,28.4
5/25/2016,Colombo,12.1,32.4,26.6,29.5
5/26/2016,Colombo,4.1,32.3,26.3,29.3
5/27/2016,Colombo,112.6,31.5,26.5,29
5/28/2016,Colombo,0.4,30.3,23.9,27.1
5/29/2016,Colombo,0.4,30.3,25.9,28.1
5/30/2016,Colombo,6.2,31.3,28.1,29.7
5/31/2016,Colombo,15,30.3,27.2,28.75
6/1/2016,Colombo,7.6,31.7,25.2,28.45
6/2/2016,Colombo,0.2,31.7,26.8,29.25
6/3/2016,Colombo,2.2,31.6,28.3,29.95
6/4/2016,Colombo,6.3,31.1,27.3,29.2
6/5/2016,Colombo,8.7,31.6,28.2,29.9
6/6/2016,Colombo,0,31.6,27.2,29.4
6/7/2016,Colombo,48.3,31.6,26.8,29.2
6/8/2016,Colombo,7.4,31.3,24.7,28
6/9/2016,Colombo,8.3,31.3,25.4,28.35
6/10/2016,Colombo,15,31,24.7,27.85
6/11/2016,Colombo,16.1,31.2,26.5,28.85
6/12/2016,Colombo,6.6,31.4,26.7,29.05
6/13/2016,Colombo,0,31,25,28
6/14/2016,Colombo,0,31.5,28,29.75
6/15/2016,Colombo,0,31.5,28,29.75
6/16/2016,Colombo,0,30.8,28,29.4
6/17/2016,Colombo,1.8,31,28.1,29.55
6/18/2016,Colombo,2.6,30.3,27.6,28.95
6/19/2016,Colombo,0,30.5,27.1,28.8
6/20/2016,Colombo,1.2,31,26.5,28.75
6/21/2016,Colombo,0,30.7,24.3,27.5
6/22/2016,Colombo,0,31,27.2,29.1
6/23/2016,Colombo,0,31,26.9,28.95
6/24/2016,Colombo,0,31.1,27.1,29.1
6/25/2016,Colombo,0,30.6,27.2,28.9
6/26/2016,Colombo,0,30.5,26.3,28.4
6/27/2016,Colombo,0,30.9,27,28.95
6/28/2016,Colombo,0,30.6,26.7,28.65
6/29/2016,Colombo,0,31,27.4,29.2
6/30/2016,Colombo,0,31.4,27.4,29.4
7/1/2016,Colombo,0,31.2,27.1,29.15
7/2/2016,Colombo,0,31.4,27.5,29.45
7/3/2016,Colombo,0,31.8,26.9,29.35
7/4/2016,Colombo,0,31.4,27.3,29.35
7/5/2016,Colombo,0,31.2,26.8,29
7/6/2016,Colombo,0,31.7,27.7,29.7
7/7/2016,Colombo,0,31.3,27.2,29.25
7/8/2016,Colombo,0,31.2,28.1,29.65
7/9/2016,Colombo,4.4,31.5,27.8,29.65
7/10/2016,Colombo,0,31.1,25.1,28.1
7/11/2016,Colombo,19.9,31.5,26,28.75
7/12/2016,Colombo,4.3,30.2,24.1,27.15
7/13/2016,Colombo,0,30.6,23.3,26.95
7/14/2016,Colombo,0.7,30.6,27.1,28.85
7/15/2016,Colombo,0.1,30.1,26.3,28.2
7/16/2016,Colombo,1.8,30.5,25.9,28.2
7/17/2016,Colombo,0,30,24.9,27.45
7/18/2016,Colombo,0,30.5,26,28.25
7/19/2016,Colombo,0,30.3,26.5,28.4
7/20/2016,Colombo,0,30.4,26.8,28.6
7/21/2016,Colombo,0,30.8,27.1,28.95
7/22/2016,Colombo,0,30.6,26.6,28.6
7/23/2016,Colombo,0.7,30.6,27,28.8
7/24/2016,Colombo,3.9,29.5,26.2,27.85
7/25/2016,Colombo,0,29.7,25.5,27.6
7/26/2016,Colombo,8.2,30.5,26,28.25
7/27/2016,Colombo,0,30.2,25.3,27.75
7/28/2016,Colombo,0,30.4,25.6,28
7/29/2016,Colombo,0.3,30.5,26.7,28.6
7/30/2016,Colombo,4.9,30,26.4,28.2
7/31/2016,Colombo,0,30.3,25.6,27.95
8/1/2016,Colombo,0,31.1,26.9,29
8/2/2016,Colombo,0,30.3,26.7,28.5
8/3/2016,Colombo,0,31.1,26.7,28.9
8/4/2016,Colombo,0,31.2,26.9,29.05
8/5/2016,Colombo,0,31.3,26.9,29.1
8/6/2016,Colombo,0,31.5,27.4,29.45
8/7/2016,Colombo,0,31.3,27.3,29.3
8/8/2016,Colombo,0.2,30.9,27.4,29.15
8/9/2016,Colombo,0,31.1,27.3,29.2
8/10/2016,Colombo,0,31.2,27.5,29.35
8/11/2016,Colombo,0,31.6,27.3,29.45
8/12/2016,Colombo,0,31,27.6,29.3
8/13/2016,Colombo,0,31.2,27.5,29.35
8/14/2016,Colombo,0.4,31.1,27.6,29.35
8/15/2016,Colombo,0,31.3,27.4,29.35
8/16/2016,Colombo,0,31.2,27.2,29.2
