"Date","Price","Open","High","Low","Vol.","Change %"
"09/15/2023","399.629","402.084","403.033","399.980","","-0.29%"
"09/14/2023","400.811","403.298","405.491","401.615","","-0.32%"
"09/13/2023","402.114","402.835","404.526","400.745","","-0.06%"
"09/12/2023","402.361","402.493","403.844","401.137","","0.22%"
"09/11/2023","401.475","401.313","404.388","400.943","","0.35%"
"09/08/2023","400.094","402.319","403.206","400.284","","-0.37%"
"09/07/2023","401.566","402.100","403.400","400.906","","0.01%"
"09/06/2023","401.507","403.948","405.995","401.297","","-0.44%"
"09/05/2023","403.272","404.819","406.844","400.737","","-0.15%"
"09/04/2023","403.872","401.557","405.492","401.414","","0.73%"
"09/01/2023","400.928","404.301","405.560","401.190","","-0.67%"
"08/31/2023","403.635","408.328","408.810","403.583","","-0.98%"
"08/30/2023","407.612","405.744","409.178","405.054","","0.60%"
"08/29/2023","405.176","408.370","409.479","403.241","","-0.70%"
"08/28/2023","408.022","406.883","408.837","406.574","","0.44%"
"08/25/2023","406.237","407.642","409.373","405.912","","-0.17%"
"08/24/2023","406.948","411.864","412.959","407.303","","-1.00%"
"08/23/2023","411.050","412.549","414.063","408.070","","-0.19%"
"08/22/2023","411.816","413.008","414.954","410.894","","-0.03%"
"08/21/2023","411.954","411.913","413.348","410.861","","0.15%"
"08/18/2023","411.341","410.389","413.403","409.918","","0.39%"
"08/17/2023","409.752","409.334","411.790","407.612","","0.27%"
"08/16/2023","408.633","407.259","410.635","405.654","","0.53%"
"08/15/2023","406.496","407.490","409.123","406.397","","-0.14%"
"08/14/2023","407.060","405.699","409.040","404.775","","0.52%"
"08/11/2023","404.939","405.696","407.470","404.935","","0.15%"
"08/10/2023","404.333","406.976","410.224","405.408","","-0.49%"
"08/09/2023","406.340","407.936","410.060","404.686","","-0.22%"
"08/08/2023","407.235","412.316","412.413","405.700","","-1.07%"
"08/07/2023","411.645","408.734","412.494","406.388","","0.91%"
"08/04/2023","407.936","404.306","411.632","403.223","","1.54%"
"08/03/2023","401.731","399.761","406.590","398.748","","0.97%"
"08/02/2023","397.854","406.309","407.392","398.261","","-1.77%"
"08/01/2023","405.031","408.280","408.408","405.148","","-0.45%"
"07/31/2023","406.870","422.733","424.496","407.914","","-3.47%"
"07/28/2023","421.480","420.956","423.999","419.281","","0.44%"
"07/27/2023","419.643","425.694","428.251","420.512","","-1.12%"
"07/26/2023","424.399","427.056","428.536","423.677","","-0.31%"
"07/25/2023","425.700","423.357","427.172","421.417","","0.84%"
"07/24/2023","422.173","421.133","424.651","420.332","","0.59%"
"07/21/2023","419.716","418.177","421.765","418.048","","0.69%"
"07/20/2023","416.826","419.224","421.596","417.284","","-0.25%"
"07/19/2023","417.865","420.931","421.652","416.670","","-0.44%"
"07/18/2023","419.695","421.766","424.331","419.595","","0.03%"
"07/17/2023","419.579","417.491","423.898","417.300","","0.83%"
"07/14/2023","416.135","417.105","421.000","416.597","","-0.04%"
"07/13/2023","416.316","408.996","417.391","406.663","","2.10%"
"07/12/2023","407.760","406.081","409.563","403.461","","0.74%"
"07/11/2023","404.772","400.621","406.797","400.402","","1.55%"
"07/10/2023","398.598","398.527","401.822","396.789","","0.50%"
"07/07/2023","396.632","394.848","399.134","393.994","","0.75%"
"07/06/2023","393.666","389.829","396.246","389.281","","1.27%"
"07/05/2023","388.742","390.289","391.325","388.195","","-0.06%"
"07/04/2023","388.987","390.658","391.505","387.451","","-0.32%"
"07/03/2023","390.218","390.443","391.612","389.534","","-0.11%"
"06/30/2023","390.648","388.350","391.720","387.719","","0.73%"
"06/29/2023","387.819","388.888","389.842","387.473","","-0.18%"
"06/28/2023","388.526","393.431","393.820","387.965","","-1.03%"
"06/27/2023","392.577","391.653","395.159","391.237","","0.43%"
"06/26/2023","390.894","391.197","394.762","389.523","","0.01%"
"06/23/2023","390.863","391.211","392.464","389.302","","0.21%"
"06/22/2023","390.028","392.070","394.164","390.344","","-0.18%"
"06/21/2023","390.731","391.855","393.807","388.728","","0.06%"
"06/20/2023","390.487","392.060","393.831","389.767","","-0.23%"
"06/19/2023","391.374","394.185","395.090","389.272","","-0.71%"
"06/16/2023","394.185","391.099","399.778","388.530","","0.77%"
"06/15/2023","391.160","398.980","412.263","384.005","","-1.94%"
"06/14/2023","398.885","387.203","406.001","385.576","","3.38%"
"06/13/2023","385.835","375.776","387.618","374.842","","2.62%"
"06/12/2023","376.001","372.132","379.633","371.370","","1.24%"
"06/09/2023","371.414","370.447","373.572","367.030","","0.64%"
"06/08/2023","369.058","362.525","370.594","360.920","","2.00%"
"06/07/2023","361.829","362.766","364.405","358.821","","-0.06%"
"06/06/2023","362.043","360.810","363.044","359.232","","0.38%"
"06/05/2023","360.673","362.528","363.263","358.147","","-0.09%"
"06/02/2023","360.992","368.264","369.078","362.033","","-1.83%"
"06/01/2023","367.726","361.071","368.691","359.077","","1.96%"
"05/31/2023","360.673","365.622","365.990","357.856","","-1.17%"
"05/30/2023","364.942","366.900","367.701","363.443","","-0.18%"
"05/29/2023","365.590","366.926","367.799","364.075","","-0.27%"
"05/26/2023","366.587","372.771","373.224","365.996","","-1.46%"
"05/25/2023","372.034","375.247","377.108","372.302","","-0.69%"
"05/24/2023","374.629","378.566","379.130","374.570","","-0.88%"
"05/23/2023","377.945","379.966","380.271","375.953","","-0.34%"
"05/22/2023","379.237","382.169","382.936","379.128","","-0.57%"
"05/19/2023","381.409","380.957","383.289","379.299","","0.45%"
"05/18/2023","379.685","381.524","382.840","378.402","","-0.30%"
"05/17/2023","380.823","386.379","386.565","379.477","","-1.29%"
"05/16/2023","385.787","392.283","392.612","385.807","","-1.61%"
"05/15/2023","392.095","389.234","392.674","388.564","","0.88%"
"05/12/2023","388.658","391.908","397.326","386.259","","-0.74%"
"05/11/2023","391.563","399.077","402.428","389.591","","-1.81%"
"05/10/2023","398.792","401.979","403.323","397.877","","-0.31%"
"05/09/2023","400.022","402.514","403.634","398.821","","-0.30%"
"05/08/2023","401.221","403.864","408.029","398.302","","-0.42%"
"05/05/2023","402.929","401.643","404.280","401.260","","0.47%"
"05/04/2023","401.047","401.227","404.227","399.156","","-0.09%"
"05/03/2023","401.420","400.063","407.723","396.480","","0.64%"
"05/02/2023","398.848","401.154","404.010","398.345","","-0.26%"
"05/01/2023","399.872","403.385","403.546","400.592","","-0.52%"
"04/28/2023","401.952","402.146","403.978","397.839","","0.51%"
"04/27/2023","399.904","401.405","403.492","398.583","","0.24%"
"04/26/2023","398.944","399.228","403.500","398.264","","0.01%"
"04/25/2023","398.917","399.361","404.081","395.913","","-0.16%"
"04/24/2023","399.538","398.048","405.663","395.449","","1.08%"
"04/21/2023","395.274","397.920","402.025","394.929","","-0.10%"
"04/20/2023","395.687","398.177","404.116","393.685","","-0.12%"
"04/19/2023","396.150","397.697","403.983","392.694","","0.27%"
"04/18/2023","395.083","395.936","403.171","390.793","","0.09%"
"04/17/2023","394.731","398.490","400.560","393.554","","-0.31%"
"04/14/2023","395.975","401.957","402.775","397.992","","-0.86%"
"04/13/2023","399.420","400.769","402.486","400.544","","0.32%"
"04/12/2023","398.144","398.237","401.592","390.861","","0.47%"
"04/11/2023","396.294","396.241","404.077","390.153","","0.65%"
"04/10/2023","393.716","397.846","402.714","393.621","","-0.88%"
"04/07/2023","397.216","398.423","398.935","396.774","","-0.21%"
"04/06/2023","398.048","401.803","404.352","393.776","","-0.95%"
"04/05/2023","401.868","403.190","403.625","400.948","","-0.32%"
"04/04/2023","403.158","403.488","407.145","394.354","","0.57%"
"04/03/2023","400.875","401.943","407.410","391.573","","0.32%"
"03/31/2023","399.589","404.371","411.428","396.973","","-0.71%"
"03/30/2023","402.448","401.405","409.699","394.359","","0.58%"
"03/29/2023","400.108","400.515","408.918","393.810","","-0.08%"
"03/28/2023","400.434","396.159","403.399","393.529","","1.06%"
"03/27/2023","396.224","393.179","399.660","389.052","","1.24%"
"03/24/2023","391.360","392.051","400.490","391.126","","0.18%"
"03/23/2023","390.663","393.803","400.838","390.074","","-0.30%"
"03/22/2023","391.835","392.712","396.813","382.188","","0.25%"
"03/21/2023","390.848","417.404","417.674","389.582","","-6.35%"
"03/20/2023","417.352","412.004","417.725","404.587","","2.02%"
"03/17/2023","409.080","411.118","419.125","404.886","","-0.49%"
"03/16/2023","411.101","407.279","416.996","400.691","","0.94%"
"03/15/2023","407.262","407.361","418.038","401.128","","-0.01%"
"03/14/2023","407.310","399.026","413.288","393.259","","2.08%"
"03/13/2023","398.994","385.267","399.583","379.667","","3.65%"
"03/10/2023","384.961","384.614","388.949","369.520","","0.10%"
"03/09/2023","384.582","381.987","386.664","367.086","","0.68%"
"03/08/2023","381.970","381.502","385.178","373.788","","0.08%"
"03/07/2023","381.647","408.233","408.962","381.076","","-6.50%"
"03/06/2023","408.164","408.676","409.099","407.146","","-0.16%"
"03/03/2023","408.810","413.229","417.418","400.778","","-1.07%"
"03/02/2023","413.229","430.676","430.944","408.949","","-4.04%"
"03/01/2023","430.621","435.179","436.211","422.840","","-1.05%"
"02/28/2023","435.197","437.961","439.632","428.357","","-0.62%"
"02/27/2023","437.924","436.450","438.033","428.293","","0.46%"
"02/24/2023","435.939","438.439","440.938","433.422","","-0.60%"
"02/23/2023","438.548","440.008","442.477","433.298","","-0.26%"
"02/22/2023","439.680","442.272","443.528","433.073","","-0.55%"
"02/21/2023","442.089","435.752","443.421","431.478","","2.21%"
"02/20/2023","432.549","440.448","442.293","433.297","","-1.68%"
"02/17/2023","439.953","437.928","440.520","431.228","","0.47%"
"02/16/2023","437.874","439.023","442.086","433.838","","-0.27%"
"02/15/2023","439.060","444.279","445.499","436.208","","-1.17%"
"02/14/2023","444.260","443.001","448.153","438.004","","0.28%"
"02/13/2023","443.038","440.576","444.170","433.965","","0.69%"
"02/10/2023","440.008","443.134","446.070","436.008","","-0.69%"
"02/09/2023","443.078","441.233","447.053","435.696","","0.42%"
"02/08/2023","441.232","440.209","443.815","436.163","","0.20%"
"02/07/2023","440.355","439.177","442.978","434.078","","0.31%"
"02/06/2023","438.995","439.534","442.403","434.568","","-0.22%"
"02/03/2023","439.972","447.435","449.572","439.578","","-1.67%"
"02/02/2023","447.435","453.035","457.135","446.523","","-1.24%"
"02/01/2023","453.035","452.724","454.848","446.600","","0.75%"
"01/31/2023","449.680","452.047","455.115","446.547","","-0.54%"
"01/30/2023","452.102","451.324","457.915","449.104","","0.74%"
"01/27/2023","448.771","451.633","456.407","447.669","","-0.06%"
"01/26/2023","449.061","451.415","458.205","448.760","","0.04%"
"01/25/2023","448.880","448.813","454.544","446.454","97.76K","0.55%"
"01/24/2023","446.418","450.505","456.926","445.523","98.05K","-0.35%"
"01/23/2023","447.975","453.970","460.369","448.435","102.19K","-1.26%"
"01/20/2023","453.713","454.732","456.612","447.870","145.78K","-0.22%"
"01/19/2023","454.714","449.577","455.955","447.253","170.87K","1.74%"
"01/18/2023","446.925","451.658","454.931","445.293","164.32K","-0.35%"
"01/17/2023","448.512","446.557","452.081","441.154","163.76K","0.50%"
"01/16/2023","446.264","447.106","449.852","445.441","116.73K","-0.31%"
"01/13/2023","447.638","448.719","450.188","442.190","164.97K","-0.23%"
"01/12/2023","448.681","445.152","450.134","440.536","132.71K","0.81%"
"01/11/2023","445.078","446.715","447.892","438.386","134.99K","-0.38%"
"01/10/2023","446.771","447.983","448.314","438.548","174.98K","-0.23%"
"01/09/2023","447.799","442.036","449.173","439.945","144.33K","2.02%"
"01/06/2023","438.940","435.457","442.292","432.753","164.88K","1.56%"
"01/05/2023","432.188","440.592","443.698","433.940","135.73K","-1.22%"
"01/04/2023","437.524","437.376","444.216","436.585","181.17K","0.75%"
"01/03/2023","434.257","440.281","445.700","434.642","159.20K","-0.68%"
"01/02/2023","437.234","444.585","444.777","439.843","18.48K","-1.67%"
"12/30/2022","444.639","440.940","445.560","436.854","138.57K","1.63%"
"12/29/2022","437.488","439.167","444.922","437.128","117.16K","0.30%"
"12/28/2022","436.181","439.587","445.181","435.561","106.85K","-0.04%"
"12/27/2022","436.362","440.903","446.296","437.602","117.71K","-0.32%"
"12/26/2022","437.778","440.209","441.634","440.209","5.53K","0.02%"
"12/23/2022","437.705","440.208","445.329","436.116","142.09K","0.12%"
"12/22/2022","437.161","441.452","447.523","437.820","143.63K","-0.33%"
"12/21/2022","438.613","445.272","448.912","439.379","137.93K","-0.80%"
"12/20/2022","442.170","443.695","450.198","439.105","167.13K","-0.29%"
"12/19/2022","443.458","446.513","451.394","441.974","140.20K","-0.62%"
"12/16/2022","446.238","447.560","451.789","440.014","128.34K","-0.29%"
"12/15/2022","447.543","454.171","458.806","445.911","146.27K","-0.74%"
"12/14/2022","450.882","454.194","458.190","448.614","169.35K","-0.71%"
"12/13/2022","454.084","451.070","457.374","445.415","141.27K","0.68%"
"12/12/2022","450.997","450.134","452.854","444.216","126.42K","0.12%"
"12/09/2022","450.446","449.620","453.301","443.160","143.39K","0.18%"
"12/08/2022","449.637","448.424","451.487","440.552","172.95K","0.28%"
"12/07/2022","448.388","446.018","449.674","444.859","178.01K","0.52%"
"12/06/2022","446.091","447.799","451.563","440.536","154.42K","-0.42%"
"12/05/2022","447.983","452.022","454.951","445.201","163.72K","-1.10%"
"12/02/2022","452.944","451.598","453.517","446.197","147.31K","0.40%"
"12/01/2022","451.155","444.264","453.680","440.813","171.66K","1.54%"
"11/30/2022","444.319","439.201","445.480","434.838","189.50K","1.13%"
"11/29/2022","439.347","440.708","445.177","434.820","132.13K","-0.28%"
"11/28/2022","440.579","443.868","448.164","437.233","127.46K","-0.88%"
"11/25/2022","444.492","446.328","447.132","439.018","111.48K","-0.41%"
"11/24/2022","446.328","440.556","448.630","440.319","146.91K","2.02%"
"11/23/2022","437.488","436.793","442.809","431.711","129.93K","0.16%"
"11/22/2022","436.775","434.570","437.750","427.136","138.03K","0.52%"
"11/21/2022","434.514","436.941","437.495","428.541","144.33K","-0.54%"
"11/18/2022","436.885","435.984","440.374","433.779","158.57K","0.20%"
"11/17/2022","436.003","437.859","440.630","429.496","155.19K","-0.39%"
"11/16/2022","437.693","436.059","440.735","429.022","162.78K","0.42%"
"11/15/2022","435.855","429.500","441.993","426.967","172.93K","2.17%"
"11/14/2022","426.598","433.835","437.359","425.260","153.77K","-1.93%"
"11/11/2022","435.011","431.736","435.709","423.803","171.24K","0.77%"
"11/10/2022","431.698","417.408","432.362","411.468","165.41K","3.42%"
"11/09/2022","417.426","421.879","427.346","413.829","156.20K","-0.86%"
"11/08/2022","421.064","419.650","425.805","415.953","154.21K","1.05%"
"11/07/2022","416.698","412.031","420.743","411.503","151.66K","1.20%"
"11/04/2022","411.775","410.352","415.134","405.404","156.30K","0.34%"
"11/03/2022","410.388","418.234","419.741","408.939","140.18K","-1.84%"
"11/02/2022","418.088","421.500","425.797","417.411","130.08K","-0.81%"
"11/01/2022","421.500","419.247","427.370","417.911","131.16K","1.24%"
"10/31/2022","416.325","424.292","426.703","418.809","133.86K","-1.21%"
"10/28/2022","421.443","422.050","426.853","418.115","142.28K","0.40%"
"10/27/2022","419.773","424.057","428.733","420.961","171.66K","-0.54%"
"10/26/2022","422.060","419.448","426.859","417.189","156.28K","1.40%"
"10/25/2022","416.252","414.014","420.344","411.356","145.04K","0.58%"
"10/24/2022","413.867","416.841","418.748","413.133","165.56K","-0.24%"
"10/21/2022","414.858","412.326","415.323","403.862","152.20K","0.54%"
"10/20/2022","412.619","411.885","416.069","405.241","183.19K","0.22%"
"10/19/2022","411.721","415.445","418.215","408.017","163.94K","-0.90%"
"10/18/2022","415.445","416.804","419.188","410.862","180.92K","-0.37%"
"10/17/2022","416.968","407.961","419.867","407.943","159.98K","2.84%"
"10/14/2022","405.471","413.564","418.663","405.032","192.29K","-1.94%"
"10/13/2022","413.491","407.000","415.426","399.201","162.27K","1.66%"
"10/12/2022","406.724","401.411","408.081","396.198","179.99K","1.33%"
"10/11/2022","401.393","404.663","410.257","396.906","172.46K","-0.80%"
"10/10/2022","404.645","405.657","406.718","403.296","182.05K","-0.27%"
"10/07/2022","405.748","408.548","411.343","402.779","155.59K","-0.68%"
"10/06/2022","408.530","414.606","419.569","406.791","176.12K","-1.47%"
"10/05/2022","414.605","420.022","423.000","410.116","174.99K","-1.28%"
"10/04/2022","419.986","407.647","420.553","402.533","162.64K","3.68%"
"10/03/2022","405.084","407.918","412.105","398.245","172.41K","-0.71%"
"09/30/2022","407.972","404.587","411.000","397.176","169.41K","0.82%"
"09/29/2022","404.660","396.251","404.806","384.113","171.36K","2.08%"
"09/28/2022","396.397","390.609","397.362","380.187","189.01K","1.47%"
"09/27/2022","390.664","388.966","397.135","385.385","186.12K","0.43%"
"09/26/2022","389.003","395.232","397.944","375.940","180.77K","-1.58%"
"09/23/2022","395.232","405.324","411.934","394.004","156.26K","-1.90%"
"09/22/2022","402.893","411.283","415.146","401.665","169.07K","-2.05%"
"09/21/2022","411.337","413.700","417.177","407.561","132.75K","-0.57%"
"09/20/2022","413.700","416.126","421.207","408.191","123.44K","-0.60%"
"09/19/2022","416.181","417.151","419.704","408.165","97.42K","-0.21%"
"09/16/2022","417.040","416.216","420.608","408.575","131.54K","0.49%"
"09/15/2022","414.997","421.534","425.719","412.840","121.24K","-1.54%"
"09/14/2022","421.497","418.921","424.310","411.391","142.34K","0.62%"
"09/13/2022","418.921","420.619","429.704","415.745","128.59K","-0.39%"
"09/12/2022","420.547","417.477","428.351","412.716","97.27K","0.80%"
"09/09/2022","417.206","418.765","426.060","414.250","136.42K","-0.37%"
"09/08/2022","418.746","414.974","420.950","408.409","139.38K","0.88%"
"09/07/2022","415.081","414.722","419.783","409.938","137.90K","0.11%"
"09/06/2022","414.613","414.632","424.056","412.170","163.72K","0.02%"
"09/05/2022","414.542","414.668","420.659","406.785","120.30K","0.05%"
"09/02/2022","414.326","415.578","423.107","410.786","123.80K","0.27%"
"09/01/2022","413.229","418.411","423.837","410.424","142.88K","-0.65%"
"08/31/2022","415.928","419.366","425.907","413.514","131.75K","-0.88%"
"08/30/2022","419.617","421.543","430.092","415.814","142.75K","-0.46%"
"08/29/2022","421.543","421.789","427.234","414.581","99.95K","0.52%"
"08/26/2022","419.368","425.415","432.995","418.318","97.95K","-0.70%"
"08/25/2022","422.331","424.283","432.622","419.792","132.30K","0.25%"
"08/24/2022","421.260","426.277","431.368","418.784","111.67K","-1.11%"
"08/23/2022","425.990","422.795","430.320","418.186","127.13K","1.42%"
"08/22/2022","420.011","425.665","431.909","418.240","135.10K","-1.37%"
"08/19/2022","425.845","429.464","434.751","421.706","138.76K","-0.86%"
"08/18/2022","429.553","433.747","441.259","427.203","138.15K","-0.97%"
"08/17/2022","433.747","435.422","442.491","429.444","123.10K","-0.38%"
"08/16/2022","435.422","434.017","439.693","427.142","122.83K","0.32%"
"08/15/2022","434.017","436.789","442.226","429.500","101.08K","-0.63%"
"08/12/2022","436.753","443.181","444.142","434.390","142.77K","-1.49%"
"08/11/2022","443.363","443.878","444.706","442.165","138.26K","-0.10%"
"08/10/2022","443.823","433.583","445.693","429.012","165.61K","2.91%"
"08/09/2022","431.256","440.940","444.816","431.217","142.91K","-2.20%"
"08/08/2022","440.940","433.403","443.056","428.612","110.68K","2.32%"
"08/05/2022","430.935","436.544","443.074","428.401","130.96K","-0.75%"
"08/04/2022","434.183","435.970","444.935","430.156","134.87K","0.15%"
"08/03/2022","433.541","438.228","445.155","431.242","132.84K","-0.46%"
"08/02/2022","435.540","444.525","448.993","435.737","151.75K","-2.05%"
"08/01/2022","444.669","436.724","447.377","432.492","131.95K","2.38%"
"07/29/2022","434.326","443.634","447.487","432.759","130.77K","-1.48%"
"07/28/2022","440.844","436.703","445.509","431.613","148.46K","1.63%"
"07/27/2022","433.791","432.479","441.040","427.953","116.66K","1.05%"
"07/26/2022","429.293","433.548","439.599","427.579","124.41K","-0.42%"
"07/25/2022","431.104","432.145","440.237","425.691","127.49K","-0.24%"
"07/22/2022","432.145","431.790","436.201","425.195","115.85K","0.67%"
"07/21/2022","429.253","430.801","437.494","424.221","139.57K","-0.39%"
"07/20/2022","430.945","431.893","439.360","427.299","135.00K","-0.20%"
"07/19/2022","431.803","430.369","439.798","424.368","121.99K","0.35%"
"07/18/2022","430.280","427.573","437.172","422.704","116.53K","0.83%"
"07/15/2022","426.745","432.113","435.911","422.620","130.42K","-1.25%"
"07/14/2022","432.168","425.183","434.142","420.051","143.94K","1.65%"
"07/13/2022","425.146","426.150","431.168","420.662","137.48K","-0.24%"
"07/12/2022","426.150","427.897","432.879","420.590","134.30K","-0.45%"
"07/11/2022","428.078","438.759","440.940","426.610","124.20K","-2.43%"
"07/08/2022","438.759","432.884","439.506","425.194","149.39K","1.37%"
"07/07/2022","432.829","434.344","439.003","425.996","149.51K","-0.28%"
"07/06/2022","434.034","430.507","436.190","423.174","159.21K","0.82%"
"07/05/2022","430.507","440.732","443.628","427.586","148.18K","-2.30%"
"07/04/2022","440.641","433.360","442.862","428.332","114.01K","2.34%"
"07/01/2022","430.546","435.955","439.786","425.971","115.25K","-0.67%"
"06/30/2022","433.430","434.147","442.902","428.455","129.11K","0.41%"
"06/29/2022","431.650","436.152","444.263","430.035","141.19K","-0.47%"
"06/28/2022","433.679","440.314","447.505","433.331","150.99K","-0.95%"
"06/27/2022","437.825","440.278","448.440","435.905","126.20K","0.02%"
"06/24/2022","437.753","440.134","448.987","434.948","114.58K","0.02%"
"06/23/2022","437.682","441.667","447.328","433.266","158.14K","-0.90%"
"06/22/2022","441.649","441.919","446.513","433.987","119.41K","0.49%"
"06/21/2022","439.481","440.027","446.725","434.597","110.55K","0.49%"
"06/20/2022","437.325","442.546","446.595","434.901","109.32K","-1.18%"
"06/17/2022","442.546","447.235","450.388","436.969","162.56K","-1.04%"
"06/16/2022","447.198","438.463","449.171","429.105","177.13K","1.99%"
"06/15/2022","438.481","430.958","439.417","425.229","141.63K","1.72%"
"06/14/2022","431.066","436.897","440.884","428.748","138.63K","-1.29%"
"06/13/2022","436.681","443.756","446.539","433.667","116.02K","-1.51%"
"06/10/2022","443.377","449.840","455.398","441.784","112.08K","-1.42%"
"06/09/2022","449.749","449.595","455.203","444.462","103.92K","0.47%"
"06/08/2022","447.642","452.719","456.073","444.663","103.92K","-0.39%"
"06/07/2022","449.392","455.513","459.336","445.121","109.57K","-0.88%"
"06/06/2022","453.386","447.947","457.065","443.064","99.93K","1.98%"
"06/03/2022","444.573","452.234","458.357","444.556","71.29K","-1.68%"
"06/02/2022","452.180","448.981","456.384","444.908","83.06K","0.70%"
"06/01/2022","449.053","453.746","459.620","447.189","100.14K","-1.02%"
"05/31/2022","453.673","458.063","461.174","448.920","113.71K","-0.94%"
"05/30/2022","457.991","456.737","462.469","449.509","85.24K","0.27%"
"05/27/2022","456.772","456.400","461.833","449.811","107.65K","0.11%"
"05/26/2022","456.290","454.890","460.427","447.581","119.55K","0.31%"
"05/25/2022","454.890","450.509","457.112","445.491","136.42K","0.97%"
"05/24/2022","450.509","452.629","455.418","446.031","123.96K","-0.46%"
"05/23/2022","452.576","448.934","455.167","446.017","107.94K","0.74%"
"05/20/2022","449.257","448.458","452.028","443.575","119.53K","0.18%"
"05/19/2022","448.458","444.242","451.039","440.586","136.79K","0.94%"
"05/18/2022","444.277","449.768","452.445","442.617","123.01K","-1.21%"
"05/17/2022","449.713","442.527","450.020","439.870","126.64K","1.61%"
"05/16/2022","442.599","440.498","445.232","436.660","119.51K","0.26%"
"05/13/2022","441.470","451.420","454.604","433.456","121.70K","-2.21%"
"05/12/2022","451.439","447.527","453.215","438.071","155.94K","0.95%"
"05/11/2022","447.181","449.809","454.230","444.551","131.42K","-0.58%"
"05/10/2022","449.809","450.119","454.379","446.010","137.14K","-0.08%"
"05/09/2022","450.155","444.188","455.138","439.709","105.60K","1.34%"
"05/06/2022","444.206","457.487","460.408","440.092","137.13K","-2.92%"
"05/05/2022","457.543","444.962","473.852","442.563","133.92K","2.83%"
"05/04/2022","444.962","442.900","463.168","438.898","107.61K","0.48%"
"05/03/2022","442.846","442.634","445.291","441.784","102.03K","0.05%"
"05/02/2022","442.616","446.841","449.575","441.250","73.59K","-0.83%"
"04/29/2022","446.342","436.013","447.869","432.488","122.97K","2.37%"
"04/28/2022","436.013","445.691","448.284","434.351","107.91K","-2.13%"
"04/27/2022","445.513","430.694","447.408","425.297","103.89K","3.43%"
"04/26/2022","430.728","426.858","440.497","420.339","121.44K","0.91%"
"04/25/2022","426.841","430.862","434.633","419.530","131.55K","-0.76%"
"04/22/2022","430.108","436.523","442.987","424.694","113.47K","-1.45%"
"04/21/2022","436.439","437.797","440.787","427.490","142.73K","-0.31%"
"04/20/2022","437.779","435.451","440.267","422.665","121.01K","0.53%"
"04/19/2022","435.468","426.309","436.908","423.599","102.37K","2.19%"
"04/18/2022","426.146","420.906","436.523","418.901","74.68K","1.24%"
"04/15/2022","420.906","421.115","421.583","420.487","129.16K","-0.05%"
"04/14/2022","421.115","422.717","423.781","420.019","114.53K","-0.39%"
"04/13/2022","422.750","419.187","422.814","417.688","113.61K","0.83%"
"04/12/2022","419.269","420.251","425.109","406.251","95.06K","-0.21%"
"04/11/2022","420.155","410.857","424.109","402.846","80.39K","2.35%"
"04/08/2022","410.525","411.927","414.223","403.841","87.93K","-0.32%"
