Date,Month,Year,RF,T max ,T min,Avg_tem
26,8,2022,3.9,30.3,26.4,28.35
27,8,2022,0,29.1,25.4,27.25
28,8,2022,0,29.9,26,27.95
29,8,2022,0.3,30.1,26.4,28.25
30,8,2022,21.6,30.8,26,28.4
31,8,2022,35.2,26.4,24.4,25.4
1,9,2022,2.8,28.1,23.2,25.65
2,9,2022,2.5,29.9,24.1,27
3,9,2022,3.5,29.8,24.8,27.3
4,9,2022,59,30,25.2,27.6
5,9,2022,13.6,27.2,24.3,25.75
6,9,2022,0.2,29.9,24.7,27.3
7,9,2022,3.3,29.1,25.8,27.45
8,9,2022,0,29.1,25.2,27.15
9,9,2022,0,29.9,26.1,28
10,9,2022,0,30.2,26.4,28.3
11,9,2022,0,30.1,26.4,28.25
12,9,2022,0,30.4,26.5,28.45
13,9,2022,0,30.1,26.6,28.35
14,9,2022,0,30.4,25.8,28.1
15,9,2022,0,30.6,26.5,28.55
16,9,2022,0,30.4,26.6,28.5
17,9,2022,0.1,30.8,25.1,27.95
18,9,2022,0.8,30.9,26.5,28.7
19,9,2022,0,30.3,26.7,28.5
20,9,2022,3.5,30.8,27.1,28.95
21,9,2022,0,30.8,25.7,28.25
22,9,2022,0,30.8,26.9,28.85
23,9,2022,0,31.1,27,29.05
24,9,2022,0,31.3,27,29.15
25,9,2022,0,31,27.1,29.05
26,9,2022,0,31.2,27.4,29.3
27,9,2022,0.2,31.1,27.4,29.25
28,9,2022,0.1,31.2,26.9,29.05
29,9,2022,5.3,31.2,27,29.1
30,9,2022,3.8,30.6,26.1,28.35
1,10,2022,3.8,30.7,24.8,27.75
2,10,2022,0,30.6,25.5,28.05
3,10,2022,0.5,29.7,26.9,28.3
4,10,2022,0,30.3,26.4,28.35
5,10,2022,0,30.4,27,28.7
6,10,2022,0,30.7,26.7,28.7
7,10,2022,0,30.3,26.8,28.55
8,10,2022,0,30.4,26.7,28.55
9,10,2022,0,30.9,26.8,28.85
10,10,2022,1.9,31,26.5,28.75
11,10,2022,12.8,31.1,25.4,28.25
12,10,2022,53.8,29.8,25,27.4
13,10,2022,91.3,28,24.1,26.05
14,10,2022,76.8,27,23.9,25.45
15,10,2022,2.5,29.6,23.6,26.6
16,10,2022,9.7,30.3,24.4,27.35
17,10,2022,23.8,29.8,24.9,27.35
18,10,2022,13.4,28,23.9,25.95
19,10,2022,0,29.7,24.5,27.1
20,10,2022,23.9,29.8,26.8,28.3
21,10,2022,62.5,28.5,23.6,26.05
22,10,2022,68.2,27.3,23.7,25.5
23,10,2022,44.3,27.8,23.8,25.8
24,10,2022,0.1,29.7,23.4,26.55
25,10,2022,4.7,29.3,26.1,27.7
26,10,2022,6.6,30.6,24.4,27.5
27,10,2022,0,30.2,24.5,27.35
28,10,2022,0,32.2,23.9,28.05
29,10,2022,1,31.1,24.3,27.7
30,10,2022,0,31.4,25.4,28.4
31,10,2022,5,31.1,25,28.05
1,11,2022,35.2,30.1,25.3,27.7
2,11,2022,1.1,30.1,23.5,26.8
3,11,2022,0.3,30.6,26.1,28.35
4,11,2022,2.9,30.5,25.3,27.9
5,11,2022,31.5,30,24.6,27.3
6,11,2022,37.4,30.7,23.6,27.15
7,11,2022,4.6,31.3,23.3,27.3
8,11,2022,9.7,30.7,24.5,27.6
9,11,2022,0,31.5,24.2,27.85
10,11,2022,0.8,30.1,24,27.05
11,11,2022,3.2,30.2,24.5,27.35
12,11,2022,2.4,29.6,24.9,27.25
13,11,2022,7.2,30.4,24.5,27.45
14,11,2022,124.9,29.7,24.2,26.95
15,11,2022,0,30,22.6,26.3
16,11,2022,0,30.7,24.4,27.55
17,11,2022,0,31.4,23.6,27.5
18,11,2022,0,31.4,23.1,27.25
19,11,2022,0,30.8,24.3,27.55
20,11,2022,0,29.8,24.5,27.15
21,11,2022,0,30.4,24,27.2
22,11,2022,0,30.4,23.3,26.85
23,11,2022,0,30.9,24.7,27.8
24,11,2022,0,31,23.8,27.4
25,11,2022,0,31.3,23.9,27.6
26,11,2022,0,31.3,24.6,27.95
27,11,2022,0,31.4,25.1,28.25
28,11,2022,0,31.1,24.9,28
29,11,2022,0,31.4,24.9,28.15
30,11,2022,15.4,30.7,24.2,27.45
1,12,2022,0,30.8,23.6,27.2
2,12,2022,21.4,30.8,25.1,27.95
3,12,2022,24.1,29.8,23.6,26.7
4,12,2022,70.9,30.3,22.9,26.6
5,12,2022,0.9,30.6,22.6,26.6
6,12,2022,0,30.9,24,27.45
7,12,2022,0,30.5,24.7,27.6
8,12,2022,0.6,27.1,24.6,25.85
9,12,2022,16.3,27.7,20.4,24.05
10,12,2022,47.4,29.6,23.4,26.5
11,12,2022,7.7,30.2,22.1,26.15
12,12,2022,0,29.9,23.5,26.7
13,12,2022,0,31.1,22.9,27
14,12,2022,16.9,31.2,23.6,27.4
15,12,2022,0,31.3,23,27.15
16,12,2022,0,31.2,22.9,27.05
17,12,2022,0,31.4,24.2,27.8
18,12,2022,0,30.1,24.9,27.5
19,12,2022,0,27.9,24.7,26.3
20,12,2022,0,32.9,23.9,28.4
21,12,2022,0.2,30.1,25,27.55
22,12,2022,0.5,31.5,23.9,27.7
23,12,2022,0,30,23.4,26.7
24,12,2022,17,29.7,25.2,27.45
25,12,2022,81.5,26.4,24.4,25.4
26,12,2022,0,29.9,23.5,26.7
27,12,2022,0,31.7,23.2,27.45
28,12,2022,4.2,30.6,24.7,27.65
29,12,2022,0,31.7,25,28.35
30,12,2022,0,33,22.9,27.95
31,12,2022,0,32.4,22.3,27.35
1,1,2023,0,32.3,21.5,26.9
2,1,2023,0,31.4,22.6,27
3,1,2023,0,32.3,22.4,27.35
4,1,2023,0,32.5,23.3,27.9
5,1,2023,0,33.3,23.4,28.35
6,1,2023,0.7,32.2,25.1,28.65
7,1,2023,7.9,32.1,24.2,28.15
8,1,2023,0,30.9,23.5,27.2
9,1,2023,0,31.8,23.5,27.65
10,1,2023,0,31.2,22.6,26.9
11,1,2023,0,30.6,21.9,26.25
12,1,2023,0,30.3,22.4,26.35
13,1,2023,0,31.2,21.4,26.3
14,1,2023,0,31.1,23.6,27.35
15,1,2023,0.1,30.8,23.5,27.15
16,1,2023,31,31.2,24.1,27.65
17,1,2023,0,28.7,23.1,25.9
18,1,2023,0,30.9,23.1,27
19,1,2023,0,31.5,22.6,27.05
20,1,2023,0,31.4,21.6,26.5
21,1,2023,0.1,29.4,23.9,26.65
22,1,2023,0,30.1,23.2,26.65
23,1,2023,1.7,31.7,23.9,27.8
24,1,2023,71.2,28.9,24.7,26.8
25,1,2023,0,31.2,22.7,26.95
26,1,2023,0,30.1,23.5,26.8
27,1,2023,0,31.3,23.8,27.55
28,1,2023,0,31.2,23.7,27.45
29,1,2023,0,30.8,22.6,26.7
30,1,2023,0.3,30.9,23.2,27.05
31,1,2023,1.9,29.1,24.2,26.65
1,2,2023,2.6,33.1,23.7,28.4
2,2,2023,2.9,31.8,23.9,27.85
3,2,2023,3,32.8,24.6,28.7
4,2,2023,1.4,34.1,24,29.05
5,2,2023,0,33.4,24.7,29.05
6,2,2023,0,31.8,24.5,28.15
7,2,2023,0.2,31.6,25,28.3
8,2,2023,0,31.7,24.9,28.3
9,2,2023,0,31.6,24.4,28
10,2,2023,0,35.3,24.9,30.1
11,2,2023,0,33.6,23.5,28.55
12,2,2023,0,34.7,24.4,29.55
13,2,2023,0,35.5,23.6,29.55
14,2,2023,0,32.7,24.5,28.6
15,2,2023,0,32.1,24.1,28.1
16,2,2023,0,33.2,22.5,27.85
17,2,2023,0,34,23.6,28.8
18,2,2023,0,33.3,24.4,28.85
19,2,2023,19.4,32.6,25.7,29.15
20,2,2023,36.8,33.8,24.6,29.2
21,2,2023,0,33.7,23.9,28.8
22,2,2023,0,35.9,22.9,29.4
23,2,2023,0,35.3,23.7,29.5
24,2,2023,9.8,33.2,24.7,28.95
25,2,2023,1.8,33.3,24.1,28.7
26,2,2023,0,32.7,22.8,27.75
27,2,2023,1.4,34.3,23.1,28.7
28,2,2023,0,32.8,24.6,28.7
1,3,2023,0,31.8,24.4,28.1
2,3,2023,0,32.5,24.3,28.4
3,3,2023,0.5,33.4,23.9,28.65
4,3,2023,0,33,25,29
5,3,2023,0,31.7,24.4,28.05
6,3,2023,15.5,31.8,24.4,28.1
7,3,2023,9.5,32.2,23.5,27.85
8,3,2023,0,33.4,23.6,28.5
9,3,2023,0,33.4,24.6,29
10,3,2023,0,30.5,25.6,28.05
11,3,2023,16.2,31.3,25.8,28.55
12,3,2023,41.7,32.9,24.3,28.6
13,3,2023,0,31.7,23.5,27.6
14,3,2023,2.4,31.6,24.5,28.05
15,3,2023,0,31.8,23.3,27.55
16,3,2023,0,31.7,26.2,28.95
17,3,2023,0,31.4,23.8,27.6
18,3,2023,32.7,32.2,25.4,28.8
19,3,2023,32.7,31.8,23.8,27.8
20,3,2023,0,31.1,24.2,27.65
21,3,2023,0,32.1,24.4,28.25
22,3,2023,37.2,31.7,25,28.35
23,3,2023,1.3,31.4,24.9,28.15
24,3,2023,5.2,31.6,24.3,27.95
25,3,2023,0,31.6,23.6,27.6
26,3,2023,1.6,31.8,25.6,28.7
27,3,2023,0,32.1,25,28.55
28,3,2023,0,31.9,26.2,29.05
29,3,2023,11.5,31.9,25.8,28.85
30,3,2023,0,31.9,23.6,27.75
31,3,2023,0,32.1,25,28.55
1,4,2023,0.6,32.5,26,29.25
2,4,2023,0,31.6,25.4,28.5
3,4,2023,3.4,32.1,25.2,28.65
4,4,2023,1.2,31.1,25.1,28.1
5,4,2023,0,31.6,23.8,27.7
6,4,2023,1.1,32,25.5,28.75
7,4,2023,50.4,32,24.9,28.45
8,4,2023,0,31.3,23.9,27.6
9,4,2023,0,31.5,24.3,27.9
10,4,2023,8,32.6,25,28.8
11,4,2023,0,33.1,24.4,28.75
12,4,2023,0,33.4,25.5,29.45
13,4,2023,5.1,32.8,26.5,29.65
14,4,2023,27.7,32.3,25.7,29
15,4,2023,22.6,32.3,25.4,28.85
16,4,2023,0,32.1,24.7,28.4
17,4,2023,0,32.4,25.7,29.05
18,4,2023,0,32.8,26.2,29.5
19,4,2023,0,32.8,27,29.9
20,4,2023,0,32.7,27.2,29.95
21,4,2023,10.6,32.5,26.5,29.5
22,4,2023,0,32.1,25.6,28.85
23,4,2023,0,33.1,26.7,29.9
24,4,2023,0.6,32.9,26.3,29.6
25,4,2023,49.7,33,25.9,29.45
26,4,2023,17.7,32.1,23.1,27.6
27,4,2023,7.6,32.6,23.9,28.25
28,4,2023,3.6,32.4,25.2,28.8
29,4,2023,48.6,32.4,25.1,28.75
30,4,2023,3.2,31.8,23.6,27.7
1,5,2023,38.1,32.2,25.4,28.8
2,5,2023,32.7,30.5,25.2,27.85
3,5,2023,33.4,31.2,24.8,28
4,5,2023,70.4,32.8,23.8,28.3
5,5,2023,12,28.6,22.6,25.6
6,5,2023,3.1,31.7,23.5,27.6
7,5,2023,1.7,31.2,26.4,28.8
8,5,2023,5.3,31.8,27.6,29.7
9,5,2023,28.4,31.6,27.4,29.5
10,5,2023,0,31.7,24.2,27.95
11,5,2023,8.1,32,26.1,29.05
12,5,2023,2.6,32.1,24.9,28.5
13,5,2023,9,31.6,27.4,29.5
14,5,2023,4.6,31.3,27.2,29.25
15,5,2023,0.4,32.2,27.2,29.7
16,5,2023,0,32.4,27.3,29.85
17,5,2023,0,32.5,28.6,30.55
18,5,2023,0,32.1,27.8,29.95
19,5,2023,13.7,31.9,26.7,29.3
20,5,2023,31.1,30.7,25.6,28.15
21,5,2023,7.4,28.5,26,27.25
22,5,2023,0,31.6,24.6,28.1
23,5,2023,0.1,31.9,26.1,29
24,5,2023,0,31.8,26,28.9
25,5,2023,0,32.1,26.5,29.3
26,5,2023,4.9,32.3,28.5,30.4
27,5,2023,3.9,32.3,28,30.15
28,5,2023,0.1,32.1,28.6,30.35
29,5,2023,3.5,32.3,28.5,30.4
30,5,2023,7.5,32.6,27.2,29.9
31,5,2023,0,32.4,25.4,28.9
1,6,2023,1.4,32.4,26.3,29.35
2,6,2023,9,32.2,26.1,29.15
3,6,2023,0.1,32.2,27,29.6
4,6,2023,2,32,28.1,30.05
5,6,2023,3.4,31.4,27.6,29.5
6,6,2023,0.7,31.5,26.9,29.2
7,6,2023,3.6,31.3,27.9,29.6
8,6,2023,1.8,31.6,27.5,29.55
9,6,2023,1.5,31.2,27.8,29.5
10,6,2023,13.4,31.3,25.8,28.55
11,6,2023,23.2,29.7,25.5,27.6
12,6,2023,8.3,31.1,24.9,28
13,6,2023,0,30.7,25.1,27.9
14,6,2023,0,31.1,26.8,28.95
15,6,2023,0,31.9,28,29.95
16,6,2023,0,31.9,28.5,30.2
17,6,2023,1,31.7,28.5,30.1
18,6,2023,0,31.3,27.9,29.6
19,6,2023,1.2,31.3,27.8,29.55
20,6,2023,6.2,31.5,26.7,29.1
21,6,2023,6.5,30.5,26.1,28.3
22,6,2023,0,31.6,25.9,28.75
23,6,2023,0,30.6,27.5,29.05
24,6,2023,0.4,31.7,26.8,29.25
25,6,2023,3.6,30.2,27.4,28.8
26,6,2023,12.1,31.2,25.4,28.3
27,6,2023,1.3,30.5,25.4,27.95
28,6,2023,2,30.8,25.2,28
29,6,2023,1.7,30.7,26.5,28.6
30,6,2023,0,31.2,25.6,28.4
1,7,2023,1.3,31.6,27.6,29.6
2,7,2023,6.1,29.8,27.8,28.8
3,7,2023,2.9,30.3,25.7,28
4,7,2023,6.2,30.1,26.6,28.35
5,7,2023,32.7,29.2,26,27.6
6,7,2023,0,30.1,23.7,26.9
7,7,2023,0.8,29.7,25.7,27.7
8,7,2023,0,30.7,25,27.85
9,7,2023,0.1,30.6,27.4,29
10,7,2023,0,30.2,27.4,28.8
11,7,2023,0,30.3,27.4,28.85
12,7,2023,10.7,31.8,27.1,29.45
13,7,2023,0,30.9,25.5,28.2
14,7,2023,0.3,31,27.3,29.15
15,7,2023,0,30.8,27.6,29.2
16,7,2023,0,31.1,27.8,29.45
17,7,2023,0,31.1,27.9,29.5
18,7,2023,0,31.6,27.2,29.4
19,7,2023,0,31.6,27,29.3
20,7,2023,0,31.3,27.6,29.45
21,7,2023,0,31.4,27.5,29.45
22,7,2023,0,31.5,27.5,29.5
23,7,2023,6.2,31.5,27.7,29.6
24,7,2023,2.2,30.5,25.2,27.85
25,7,2023,32.8,28.7,25.4,27.05
26,7,2023,0.1,30.2,24.5,27.35
27,7,2023,0,30.7,26.1,28.4
28,7,2023,0,30.8,27.3,29.05
29,7,2023,0,30.8,27.4,29.1
30,7,2023,0,30.5,27.3,28.9
31,7,2023,0,30.4,27.4,28.9
1,8,2023,0,30.9,27.5,29.2
2,8,2023,0,31.1,27.3,29.2
3,8,2023,0,31.4,26.5,28.95
4,8,2023,0.6,31.7,27.7,29.7
5,8,2023,0,30.6,27.5,29.05
6,8,2023,0,30.5,27.6,29.05
7,8,2023,0,31.2,27.3,29.25
8,8,2023,0,31.5,27.5,29.5
9,8,2023,0,31.1,27.5,29.3
10,8,2023,0,31.5,27,29.25
11,8,2023,0,31,27.4,29.2
12,8,2023,0,31.3,27.5,29.4
13,8,2023,0,31.6,27.5,29.55
14,8,2023,0.6,31.7,27.5,29.6
15,8,2023,0.4,32,27.1,29.55
16,8,2023,0,31.5,25.9,28.7
17,8,2023,0,31.9,27.5,29.7
18,8,2023,0.2,31.7,27.5,29.6
19,8,2023,0,31.8,27.6,29.7
20,8,2023,0,32.2,27.6,29.9
21,8,2023,0,32.3,28,30.15
22,8,2023,0.1,32.3,27.9,30.1
23,8,2023,0,32.5,26.2,29.35
24,8,2023,6.5,32.2,28,30.1
25,8,2023,0,32,26,29
26,8,2023,3.4,32.3,26.2,29.25
27,8,2023,0.1,32.2,25.4,28.8
28,8,2023,6.5,32.5,27.8,30.15
29,8,2023,6.1,30.1,25.8,27.95
30,8,2023,17.3,30.4,24.7,27.55
31,8,2023,40.5,31.3,25.6,28.45
1,9,2023,33.1,28.6,24.5,26.55
2,9,2023,74.3,29.3,24.8,27.05
3,9,2023,48.7,28.5,24.9,26.7
4,9,2023,13.4,31.2,24.1,27.65
5,9,2023,12.6,30.1,24.8,27.45
6,9,2023,36.2,29.4,25.3,27.35
7,9,2023,30.7,27.3,24.7,26
8,9,2023,0.7,29.8,24,26.9
9,9,2023,0,31.1,26,28.55
10,9,2023,20.2,31.3,25.2,28.25
11,9,2023,24.5,30.4,24.8,27.6
12,9,2023,0,30.9,24.7,27.8
13,9,2023,2.6,31.4,25.1,28.25
14,9,2023,8,31.2,26.5,28.85
15,9,2023,0,29.3,24.5,26.9
16,9,2023,0,31.5,24.5,28
17,9,2023,49,31.7,26,28.85
18,9,2023,4.1,28.2,24,26.1
19,9,2023,79.4,29,24.6,26.8
20,9,2023,0.6,30,24,27
21,9,2023,40.5,31.4,25.1,28.25
22,9,2023,20.9,31.3,24.6,27.95
23,9,2023,1,30.7,24.4,27.55
24,9,2023,3,31.6,25.1,28.35
25,9,2023,4.6,31.1,26.1,28.6
26,9,2023,18.4,31.3,26.4,28.85
27,9,2023,42.4,29.8,25.2,27.5
28,9,2023,63.4,28.7,24.6,26.65
29,9,2023,60.3,29.8,23.8,26.8
30,9,2023,29.6,30.4,23.5,26.95
