Date,Month,Year,RF,T max ,T min,Avg_tem
4,2,2019,70.6,33.1,25.5,29.3
5,2,2019,2.4,31.8,24.1,27.95
6,2,2019,0,31.4,24.6,28
7,2,2019,0,31.2,24,27.6
8,2,2019,21.5,31.5,26.1,28.8
9,2,2019,36.7,30.3,25.4,27.85
10,2,2019,0,30.6,23.5,27.05
11,2,2019,0,33.1,24.4,28.75
12,2,2019,0,33.8,24.3,29.05
13,2,2019,0,34.2,25,29.6
14,2,2019,12.5,33.3,25,29.15
15,2,2019,0.1,30.7,25.4,28.05
16,2,2019,0,31.3,25.1,28.2
17,2,2019,0,31.3,24.2,27.75
18,2,2019,0,31,26.1,28.55
19,2,2019,13.2,32.2,25.5,28.85
20,2,2019,0,32.3,24.4,28.35
21,2,2019,0,32.9,24,28.45
22,2,2019,0,34.8,24.7,29.75
23,2,2019,0,31,23.4,27.2
24,2,2019,0,30.5,23.8,27.15
25,2,2019,0,31.6,24.8,28.2
26,2,2019,0,31.5,25.6,28.55
27,2,2019,0,31.1,26.1,28.6
28,2,2019,0,31.2,25.2,28.2
1,3,2019,0,31.4,25.9,28.65
2,3,2019,0,31.7,25.1,28.4
3,3,2019,0.2,33.4,25.1,29.25
4,3,2019,4.4,30.9,24,27.45
5,3,2019,0,31.4,25.5,28.45
6,3,2019,0,31.5,27.2,29.35
7,3,2019,0,31.5,26.1,28.8
8,3,2019,0,32,26,29
9,3,2019,0,31.6,25.9,28.75
10,3,2019,0,32.2,24.4,28.3
11,3,2019,0,31.8,24.8,28.3
12,3,2019,0,31.8,25,28.4
13,3,2019,0,32.3,25.2,28.75
14,3,2019,0,32.5,26.2,29.35
15,3,2019,0,32.6,26,29.3
16,3,2019,0.2,33.3,25.6,29.45
17,3,2019,11.8,32.6,25.7,29.15
18,3,2019,23.2,32.3,25.1,28.7
19,3,2019,0,31.9,23.3,27.6
20,3,2019,0,32.6,25.3,28.95
21,3,2019,0,32.5,25.7,29.1
22,3,2019,1.6,32.8,25.4,29.1
23,3,2019,0,32.4,26.5,29.45
24,3,2019,0,32.7,24.6,28.65
25,3,2019,0,32.1,25.9,29
26,3,2019,0,32.5,25.6,29.05
27,3,2019,0,32.6,25.3,28.95
28,3,2019,0,33.3,25.5,29.4
29,3,2019,0,32.6,25.1,28.85
30,3,2019,0,32.4,25.8,29.1
31,3,2019,0,32.2,25.6,28.9
1,4,2019,0,32.4,25.5,28.95
2,4,2019,0,32.5,25.4,28.95
3,4,2019,0,32.6,25.9,29.25
4,4,2019,0,33.2,25.9,29.55
5,4,2019,0,33.2,26.1,29.65
6,4,2019,0,33.2,25.6,29.4
7,4,2019,0,33.1,26.8,29.95
8,4,2019,0,33.2,27.1,30.15
9,4,2019,0,33.6,27,30.3
10,4,2019,0,33.4,26.2,29.8
11,4,2019,0,33.1,27.3,30.2
12,4,2019,4.8,33.6,26.1,29.85
13,4,2019,0.2,33.6,26.5,30.05
14,4,2019,16.2,33.6,26.8,30.2
15,4,2019,4.4,32.9,25.9,29.4
16,4,2019,25.1,32.6,25.1,28.85
17,4,2019,25.2,33.4,25.6,29.5
18,4,2019,5.5,32.4,24.2,28.3
19,4,2019,0,32,26.3,29.15
20,4,2019,10.4,32.6,25.7,29.15
21,4,2019,0,32.4,25.1,28.75
22,4,2019,0.5,32.8,25.3,29.05
23,4,2019,21.9,33,25.3,29.15
24,4,2019,0,32.6,24.5,28.55
25,4,2019,52,34.4,25.7,30.05
26,4,2019,0,31.4,23.8,27.6
27,4,2019,0,31.5,26.8,29.15
28,4,2019,13,32.6,27,29.8
29,4,2019,4.8,31.3,24.6,27.95
30,4,2019,9.8,30.6,25.3,27.95
1,5,2019,0.9,32.8,26.5,29.65
2,5,2019,0.7,30.8,26.6,28.7
3,5,2019,0.6,30.4,27.9,29.15
4,5,2019,0,33.1,26.1,29.6
5,5,2019,0,32.5,26.6,29.55
6,5,2019,0,32.2,26.6,29.4
7,5,2019,0,32.6,26.4,29.5
8,5,2019,0,32.4,28.7,30.55
9,5,2019,0,32.7,28.3,30.5
10,5,2019,0,32.3,28.2,30.25
11,5,2019,10.4,32.4,27.8,30.1
12,5,2019,0.5,32,25.6,28.8
13,5,2019,8.5,32.2,27.8,30
14,5,2019,0,32.2,27.4,29.8
15,5,2019,0,32.4,26.7,29.55
16,5,2019,0,32.4,27.4,29.9
17,5,2019,0,32.2,26.1,29.15
18,5,2019,1,32.4,26.4,29.4
19,5,2019,0,32.5,25.7,29.1
20,5,2019,0,32.4,27.2,29.8
21,5,2019,42.2,32.7,26.5,29.6
22,5,2019,1.9,29.4,24.4,26.9
23,5,2019,38,32.5,24.6,28.55
24,5,2019,11.7,30.5,24.2,27.35
25,5,2019,0.8,30.4,25,27.7
26,5,2019,2.6,31.1,25.3,28.2
27,5,2019,0,31.9,26.6,29.25
28,5,2019,2.1,32.4,28.4,30.4
29,5,2019,3.4,32.5,28.4,30.45
30,5,2019,1.6,32.2,26.6,29.4
31,5,2019,0,31.7,26.3,29
1,6,2019,1.2,32.2,25.2,28.7
2,6,2019,3.1,31.9,27.6,29.75
3,6,2019,16.2,32.2,26.9,29.55
4,6,2019,2.9,31.8,24.4,28.1
5,6,2019,1.9,31.5,25.4,28.45
6,6,2019,10,31.7,26.6,29.15
7,6,2019,11.3,31.1,26.6,28.85
8,6,2019,2,31.7,25,28.35
9,6,2019,73.9,31.7,24.9,28.3
10,6,2019,10,28,23.6,25.8
11,6,2019,33,31.3,24.6,27.95
12,6,2019,13.2,31.1,24.5,27.8
13,6,2019,16.8,30.5,24.9,27.7
14,6,2019,41,31.3,23.2,27.25
15,6,2019,0,31.7,24,27.85
16,6,2019,4.5,31.4,27,29.2
17,6,2019,0.3,31.5,27.7,29.6
18,6,2019,0,32.1,28.3,30.2
19,6,2019,0,32.2,28.3,30.25
20,6,2019,0.5,31.4,28.5,29.95
21,6,2019,2,30.7,27.4,29.05
22,6,2019,7,31.1,25.4,28.25
23,6,2019,0,31.4,24.6,28
24,6,2019,6.3,31.4,26.5,28.95
25,6,2019,0,31.4,27.1,29.25
26,6,2019,0.1,31.7,27.8,29.75
27,6,2019,0,31.8,27.6,29.7
28,6,2019,0,31.8,27.8,29.8
29,6,2019,0,31.8,28,29.9
30,6,2019,0,31.6,27.9,29.75
1,7,2019,0.4,31.8,27.9,29.85
2,7,2019,0.7,31.6,27.7,29.65
3,7,2019,0.3,31.8,26.4,29.1
4,7,2019,0,32.1,26.9,29.5
5,7,2019,0,32.4,26.6,29.5
6,7,2019,0,32.3,27.7,30
7,7,2019,0,32.6,27.1,29.85
8,7,2019,7.2,32.1,26.4,29.25
9,7,2019,43.9,31.8,26.1,28.95
10,7,2019,3.6,30.9,24.2,27.55
11,7,2019,0,31.3,25,28.15
12,7,2019,45.6,31.9,25.8,28.85
13,7,2019,10.7,28.8,24.3,26.55
14,7,2019,17.6,30.8,24,27.4
15,7,2019,0.4,31.2,24.2,27.7
16,7,2019,0.9,31.3,26.5,28.9
17,7,2019,0.6,31.4,27.3,29.35
18,7,2019,1.4,29.4,27,28.2
19,7,2019,0,30.4,26.5,28.45
20,7,2019,0,30.3,25.9,28.1
21,7,2019,0,30.3,26.6,28.45
22,7,2019,0,30.2,26.7,28.45
23,7,2019,0,30.4,25.9,28.15
24,7,2019,0.8,30.8,25.4,28.1
25,7,2019,0,30.8,25.6,28.2
26,7,2019,1.7,30.4,26.7,28.55
27,7,2019,0,30.7,26.7,28.7
28,7,2019,0,31.3,27.1,29.2
29,7,2019,0,30.8,27,28.9
30,7,2019,0,31.1,25.6,28.35
31,7,2019,0.3,31.2,26,28.6
1,8,2019,6,31.4,27.6,29.5
2,8,2019,0,30.8,25.9,28.35
3,8,2019,2.4,31.5,27.6,29.55
4,8,2019,0.4,31.3,25.7,28.5
5,8,2019,1,32.1,27.5,29.8
6,8,2019,0.2,32.1,27.4,29.75
7,8,2019,31.3,31.6,27.7,29.65
8,8,2019,5.7,29.6,23.3,26.45
9,8,2019,4.8,28.3,23.4,25.85
10,8,2019,56.4,28.8,24.2,26.5
11,8,2019,0,30.3,23.6,26.95
12,8,2019,0,29.6,25.4,27.5
13,8,2019,4,29.6,27,28.3
14,8,2019,0,30,25.4,27.7
15,8,2019,0,30.3,26.7,28.5
16,8,2019,0.1,30.4,27.2,28.8
17,8,2019,0.8,30.3,26.7,28.5
18,8,2019,0.1,30.7,25.8,28.25
19,8,2019,5.8,30.7,25.6,28.15
20,8,2019,2.8,30.5,25.5,28
21,8,2019,15.6,30.7,24.4,27.55
22,8,2019,16.3,27.8,23.9,25.85
23,8,2019,16.1,28.2,23.4,25.8
24,8,2019,10.6,30.7,23.9,27.3
25,8,2019,51.5,30.2,24.9,27.55
26,8,2019,2.6,29.2,23.3,26.25
27,8,2019,20.2,30.1,24.4,27.25
28,8,2019,20.8,30.5,24.6,27.55
29,8,2019,2,30.4,24.3,27.35
30,8,2019,0,30.1,25.2,27.65
31,8,2019,10.9,31.1,25.7,28.4
1,9,2019,44.7,30.5,24.9,27.7
2,9,2019,1.1,30.7,24.8,27.75
3,9,2019,2.1,30.9,25.8,28.35
4,9,2019,3.1,30.8,26,28.4
5,9,2019,4.5,30.5,26.9,28.7
6,9,2019,0,31.3,25.7,28.5
7,9,2019,0,31.3,27.1,29.2
8,9,2019,0,31.3,27.2,29.25
9,9,2019,2.6,30.9,27.6,29.25
10,9,2019,0.4,31.2,26.5,28.85
11,9,2019,53.4,29.2,27.1,28.15
12,9,2019,6.3,27.3,23.8,25.55
13,9,2019,2.4,30.5,24.1,27.3
14,9,2019,13,30.5,24.4,27.45
15,9,2019,96.9,29.1,24.6,26.85
16,9,2019,29.7,27.8,23.4,25.6
17,9,2019,6.7,29.7,23.6,26.65
18,9,2019,6.7,31.2,25.6,28.4
19,9,2019,9.4,30.7,25.3,28
20,9,2019,1.9,30.5,24.3,27.4
21,9,2019,9.5,30.3,24.7,27.5
22,9,2019,5.5,29.7,24.2,26.95
23,9,2019,148.3,28,25.5,26.75
24,9,2019,97.9,26,22.9,24.45
25,9,2019,17,27.5,23.2,25.35
26,9,2019,0,30.4,22.2,26.3
27,9,2019,1.4,32.1,24.1,28.1
28,9,2019,33.8,30.3,23.2,26.75
29,9,2019,0,29.4,22.3,25.85
30,9,2019,11.5,30.9,23.6,27.25
1,10,2019,14.9,30.6,22.6,26.6
2,10,2019,0,30.9,23,26.95
3,10,2019,3.4,31.5,24.5,28
4,10,2019,0.2,30.6,23.1,26.85
5,10,2019,0.4,30,24.5,27.25
6,10,2019,24.1,30.2,24,27.1
7,10,2019,26.4,30.2,22.8,26.5
8,10,2019,0,30.5,23.4,26.95
9,10,2019,0,30.3,25.3,27.8
10,10,2019,1.7,30.9,25.8,28.35
11,10,2019,5.7,29.9,24.4,27.15
12,10,2019,2.9,30.7,23.3,27
13,10,2019,16.1,30.7,23.6,27.15
14,10,2019,2.5,31.2,23.7,27.45
15,10,2019,38.9,30.8,24.3,27.55
16,10,2019,3.6,30.1,24,27.05
17,10,2019,0,31.3,23.6,27.45
18,10,2019,5.1,31.7,23.9,27.8
19,10,2019,16.6,31.1,23.9,27.5
20,10,2019,28.5,29.7,23.8,26.75
21,10,2019,25.6,28.2,24.2,26.2
22,10,2019,8.4,28.7,23.6,26.15
23,10,2019,13.6,30.8,23.9,27.35
24,10,2019,75.4,26.7,23.8,25.25
25,10,2019,0.4,30.7,23.4,27.05
26,10,2019,0.4,29.8,24,26.9
27,10,2019,16.9,29.8,24.4,27.1
28,10,2019,4.5,27.5,23.4,25.45
29,10,2019,8.7,29.4,23.5,26.45
30,10,2019,10,29.9,23.4,26.65
31,10,2019,0,29.8,23,26.4
1,11,2019,0,31.2,23.4,27.3
2,11,2019,47.5,30.8,24.2,27.5
3,11,2019,24.4,31.8,22.4,27.1
4,11,2019,0.3,30.5,23.2,26.85
5,11,2019,0.4,31.6,24.1,27.85
6,11,2019,0,31.3,24.7,28
7,11,2019,21.2,31.9,25.6,28.75
8,11,2019,9.4,31.1,23.5,27.3
9,11,2019,7.8,30.6,24.6,27.6
10,11,2019,0,30.2,24.3,27.25
11,11,2019,2,29.9,24,26.95
12,11,2019,16.5,31.1,24.1,27.6
13,11,2019,18.3,31.2,23.9,27.55
14,11,2019,0,30.7,24.6,27.65
15,11,2019,4.6,31.5,25.4,28.45
16,11,2019,9.3,30.6,24.4,27.5
17,11,2019,0,31.5,23.2,27.35
18,11,2019,26.4,30.9,24.2,27.55
19,11,2019,22.1,31,23.7,27.35
20,11,2019,1.3,31.2,23.8,27.5
21,11,2019,5.2,31.5,23.6,27.55
22,11,2019,19.9,32.3,24.4,28.35
23,11,2019,25.2,31.4,23.4,27.4
24,11,2019,0,30.2,23.3,26.75
25,11,2019,18.6,30.7,24.6,27.65
26,11,2019,28.2,32.4,23.3,27.85
27,11,2019,1.4,32.2,23.4,27.8
28,11,2019,53.1,33.5,24.6,29.05
29,11,2019,33.3,30.9,24.6,27.75
30,11,2019,37.2,29.8,23.9,26.85
1,12,2019,1.1,30.8,23.3,27.05
2,12,2019,0,31.2,24,27.6
3,12,2019,0,31.6,24.8,28.2
4,12,2019,82,30.1,24.6,27.35
5,12,2019,10.6,29.5,23.9,26.7
6,12,2019,0,32.4,23.7,28.05
7,12,2019,5.1,30.3,25.2,27.75
8,12,2019,0,32.7,23.2,27.95
9,12,2019,0,31.4,24.1,27.75
10,12,2019,56.9,32.1,23.8,27.95
11,12,2019,0,31.7,23.2,27.45
12,12,2019,0,32.4,23.8,28.1
13,12,2019,1,31.1,24,27.55
14,12,2019,1,30.6,24.2,27.4
15,12,2019,0,30.8,23.6,27.2
16,12,2019,0,32.3,23.7,28
17,12,2019,0,31.7,23.3,27.5
18,12,2019,0.8,29.6,24.5,27.05
19,12,2019,29.3,30.1,24.6,27.35
20,12,2019,2,27.3,24.1,25.7
21,12,2019,0,31.8,23.2,27.5
22,12,2019,0,31.9,24.5,28.2
23,12,2019,1,32.6,24.6,28.6
24,12,2019,59.5,31.2,24.4,27.8
25,12,2019,0,30.9,24.3,27.6
26,12,2019,0,31.1,24.5,27.8
27,12,2019,0,31.9,23.4,27.65
28,12,2019,0,31.2,23.6,27.4
29,12,2019,0,33.7,23.5,28.6
30,12,2019,0,32.2,23.6,27.9
31,12,2019,0,31.1,24.3,27.7
1,1,2020,0.1,30.7,25.4,28.05
2,1,2020,112.3,31.5,24.4,27.95
3,1,2020,0,31.2,23.9,27.55
4,1,2020,1.7,31.3,25.3,28.3
5,1,2020,0,30.9,24.1,27.5
6,1,2020,0,32.3,24.5,28.4
7,1,2020,0,34.1,24.5,29.3
8,1,2020,0,32.8,25.6,29.2
9,1,2020,0,33.4,23.2,28.3
10,1,2020,0,31.4,23.1,27.25
11,1,2020,0,32.6,23.3,27.95
12,1,2020,0,32.9,24.3,28.6
13,1,2020,0,32.7,24.3,28.5
14,1,2020,0,32.4,22.6,27.5
15,1,2020,0,32,21.5,26.75
16,1,2020,0,31.7,22.6,27.15
17,1,2020,0,31.2,24,27.6
18,1,2020,0.9,31.9,25.2,28.55
19,1,2020,0.4,32.1,24.8,28.45
20,1,2020,0.1,33.5,25.2,29.35
21,1,2020,0,33.2,25.2,29.2
22,1,2020,0.1,33.6,25.5,29.55
23,1,2020,0,33.7,25.2,29.45
24,1,2020,0,34.4,25,29.7
25,1,2020,0,34,24.4,29.2
26,1,2020,0,33.8,24.3,29.05
27,1,2020,0,31.5,23.3,27.4
28,1,2020,0,30.8,22.8,26.8
29,1,2020,0,31.7,22.5,27.1
30,1,2020,0,31.7,24.5,28.1
31,1,2020,0,31.5,24.3,27.9
1,2,2020,0,33.1,24,28.55
2,2,2020,0,31.8,24.6,28.2
3,2,2020,0,32.8,23.9,28.35
4,2,2020,0,34.1,24.8,29.45
5,2,2020,0,33.4,25.6,29.5
6,2,2020,0,31.8,25,28.4
7,2,2020,0,31.6,24.5,28.05
8,2,2020,0,31.7,24.2,27.95
9,2,2020,0,31.6,24.2,27.9
10,2,2020,0,35.3,23.1,29.2
11,2,2020,0,33.6,23.7,28.65
12,2,2020,0,34.7,25.4,30.05
13,2,2020,0,35.5,26,30.75
14,2,2020,0.1,32.7,25.7,29.2
15,2,2020,0,32.1,25.9,29
16,2,2020,0,33.2,25.8,29.5
17,2,2020,0,34,25.9,29.95
18,2,2020,0,33.3,24,28.65
19,2,2020,0,32.6,23.2,27.9
20,2,2020,0,33.8,24.2,29
21,2,2020,0,33.7,25.9,29.8
22,2,2020,0,35.9,26.7,31.3
23,2,2020,0,35.3,25.5,30.4
24,2,2020,0,33.2,24.8,29
25,2,2020,0,33.3,25.6,29.45
26,2,2020,0,32.7,26.3,29.5
27,2,2020,0,34.3,26.6,30.45
28,2,2020,0,32.8,25.2,29
29,2,2020,0,32.4,25.8,29.1
1,3,2020,0,32.6,24.6,28.6
2,3,2020,0,32.7,25.5,29.1
3,3,2020,0,32.2,25.5,28.85
4,3,2020,0,32.2,24.5,28.35
5,3,2020,0,32.7,26,29.35
6,3,2020,0.1,32.5,26.2,29.35
7,3,2020,0,34,26,30
8,3,2020,0,32.3,24.1,28.2
9,3,2020,0,32.3,26,29.15
10,3,2020,0,32.8,26.6,29.7
11,3,2020,0,32.7,26.8,29.75
12,3,2020,0,32.9,26.7,29.8
13,3,2020,0,32.8,26.4,29.6
14,3,2020,0,33.2,27,30.1
15,3,2020,0,32.6,26.6,29.6
16,3,2020,4.4,33,26.6,29.8
17,3,2020,0,34.1,25.6,29.85
18,3,2020,14.4,33.4,25.8,29.6
19,3,2020,0,33.4,26.2,29.8
20,3,2020,6.2,32.5,26.2,29.35
21,3,2020,0,33.3,24.3,28.8
22,3,2020,0,32.8,25.1,28.95
23,3,2020,0,32.6,25.7,29.15
24,3,2020,0,32.6,26.2,29.4
25,3,2020,5.6,33.2,26.6,29.9
26,3,2020,0,32.4,25.1,28.75
27,3,2020,0,32.8,25.4,29.1
28,3,2020,0,32.9,25.2,29.05
29,3,2020,0.3,33.2,27.2,30.2
30,3,2020,1.2,33.1,26.2,29.65
31,3,2020,9.1,32.7,25.6,29.15
1,4,2020,0,32.7,25.7,29.2
2,4,2020,0,33,25,29
3,4,2020,45,32.6,25.2,28.9
4,4,2020,1.6,33.4,25.3,29.35
5,4,2020,0.2,33,25.1,29.05
6,4,2020,0,33.2,26.5,29.85
7,4,2020,11.1,32.6,26.4,29.5
8,4,2020,28.2,33,26.2,29.6
9,4,2020,0,32.2,25,28.6
10,4,2020,34.9,32.6,25.3,28.95
11,4,2020,0,32.7,23.8,28.25
12,4,2020,13.3,32.7,26.5,29.6
13,4,2020,0,32,24.3,28.15
14,4,2020,0,32.9,25.7,29.3
15,4,2020,1,32.7,25,28.85
16,4,2020,0,32.6,24.7,28.65
17,4,2020,0,33.3,25.7,29.5
18,4,2020,0,33.9,25.8,29.85
19,4,2020,20,34.8,25.6,30.2
20,4,2020,0,32.9,25.2,29.05
21,4,2020,0.1,33.4,26.3,29.85
22,4,2020,2,32.1,26.6,29.35
23,4,2020,5.1,32.5,25.1,28.8
24,4,2020,16.9,32,25.2,28.6
25,4,2020,6.6,33.2,25.3,29.25
26,4,2020,17.7,32.6,25.6,29.1
27,4,2020,0,33.1,26.1,29.6
28,4,2020,5.9,32.7,27.1,29.9
29,4,2020,0.1,32.7,26.3,29.5
30,4,2020,2.8,33.1,27.5,30.3
1,5,2020,0.4,32.8,27.2,30
2,5,2020,0,33.3,28.7,31
3,5,2020,0,33.4,26.5,29.95
4,5,2020,0,32.5,26.8,29.65
5,5,2020,24.4,33,25.7,29.35
6,5,2020,0.2,31.3,25.5,28.4
7,5,2020,8.6,32.4,25.5,28.95
8,5,2020,5.2,32.3,27,29.65
9,5,2020,0,32.3,26.9,29.6
10,5,2020,41.1,32.7,25.2,28.95
11,5,2020,0.6,29.3,25.9,27.6
12,5,2020,3.3,32.4,25.2,28.8
13,5,2020,0,31.2,26.9,29.05
14,5,2020,3.1,32.5,26.4,29.45
15,5,2020,85,28.7,25.5,27.1
16,5,2020,0,32,28.8,30.4
17,5,2020,2.5,32,28.2,30.1
18,5,2020,0,31.5,28.1,29.8
19,5,2020,0.8,31,28.7,29.85
20,5,2020,0,32,27.4,29.7
21,5,2020,2.6,32.2,25.2,28.7
22,5,2020,0.3,31.3,26.2,28.75
23,5,2020,0,32,28.7,30.35
24,5,2020,0.1,32,29,30.5
25,5,2020,1.9,31.6,28.2,29.9
26,5,2020,15.1,32,24.2,28.1
27,5,2020,0,31.6,24.4,28
28,5,2020,0.1,31.1,27.3,29.2
29,5,2020,2.2,31.3,27.1,29.2
30,5,2020,2,31.7,26.5,29.1
31,5,2020,0.7,31.6,26.4,29
1,6,2020,0,31.8,26.4,29.1
2,6,2020,0,31.7,26.3,29
3,6,2020,0,31.6,26.4,29
4,6,2020,0,32,25.7,28.85
5,6,2020,12.9,32.1,26.8,29.45
6,6,2020,24.1,28.2,24.7,26.45
7,6,2020,32.2,31.3,24,27.65
8,6,2020,0,30.8,23.4,27.1
9,6,2020,0.3,31.6,26.1,28.85
10,6,2020,2.4,31.6,28.3,29.95
11,6,2020,12.6,31.6,25.9,28.75
12,6,2020,0,31.5,25.6,28.55
13,6,2020,0,31.4,26.8,29.1
14,6,2020,0.1,31.4,27.6,29.5
15,6,2020,1,32.1,26.7,29.4
16,6,2020,7.1,30.9,28,29.45
17,6,2020,1.4,31.5,27,29.25
18,6,2020,0,32,27.6,29.8
19,6,2020,0,32,27.9,29.95
20,6,2020,2.7,31.8,27.4,29.6
21,6,2020,1.2,30.7,26.1,28.4
22,6,2020,0,31,27.6,29.3
23,6,2020,0,31.5,27.9,29.7
24,6,2020,0,31.2,27.2,29.2
25,6,2020,1.7,31.2,28.3,29.75
26,6,2020,2.3,30,26.6,28.3
27,6,2020,0.8,30.8,26.4,28.6
28,6,2020,0,31.2,26.3,28.75
29,6,2020,8.9,31.6,27,29.3
30,6,2020,0.2,31.2,27.4,29.3
1,7,2020,0.9,31.3,27.7,29.5
2,7,2020,8.8,31.5,28.1,29.8
3,7,2020,1.6,30.7,27.3,29
4,7,2020,0,30.5,26.4,28.45
5,7,2020,0,31.6,25.5,28.55
6,7,2020,11.6,31.6,28.2,29.9
7,7,2020,0.1,31.2,24.7,27.95
8,7,2020,0,31,27.9,29.45
9,7,2020,0.1,31.1,27.7,29.4
10,7,2020,0,30.5,27.3,28.9
11,7,2020,24,31.4,26.3,28.85
12,7,2020,0.2,30.2,24.5,27.35
13,7,2020,0,30.8,26.1,28.45
14,7,2020,0,31.2,27.4,29.3
15,7,2020,0.1,31.1,28,29.55
16,7,2020,9.2,30.7,27.6,29.15
17,7,2020,0,30.7,24.4,27.55
18,7,2020,3.1,30.8,26,28.4
19,7,2020,62.7,31,24.9,27.95
20,7,2020,36.7,26.3,24.5,25.4
21,7,2020,0,30.5,22.3,26.4
22,7,2020,0,30.8,25.4,28.1
23,7,2020,23.3,30.7,25.5,28.1
24,7,2020,0.8,29.7,24,26.85
25,7,2020,2.2,30.2,25,27.6
26,7,2020,0.1,29.9,25.4,27.65
27,7,2020,0,30.4,25.5,27.95
28,7,2020,0,29.8,27.2,28.5
29,7,2020,0,30.3,27.1,28.7
30,7,2020,7.6,30.3,25.3,27.8
31,7,2020,3,30.4,25.1,27.75
1,8,2020,31.4,30.5,26.9,28.7
2,8,2020,11.3,29.1,24.2,26.65
3,8,2020,0.3,29.1,24.5,26.8
4,8,2020,7.9,30.2,26.5,28.35
5,8,2020,26.7,30.3,26.4,28.35
6,8,2020,18.4,28.3,23.3,25.8
7,8,2020,0,29.8,24.3,27.05
8,8,2020,0,29.8,25.8,27.8
9,8,2020,0.1,29.6,26.1,27.85
10,8,2020,0.5,29.8,26.4,28.1
11,8,2020,0,30.4,26.5,28.45
12,8,2020,0,30.1,26.6,28.35
13,8,2020,0,30.2,26.9,28.55
14,8,2020,0,30,26.6,28.3
15,8,2020,0,30.4,26.5,28.45
16,8,2020,0,30.9,26.5,28.7
17,8,2020,0,30.9,26.8,28.85
18,8,2020,0,30.9,26.9,28.9
19,8,2020,0,30.9,26.4,28.65
20,8,2020,0,31.1,27.7,29.4
21,8,2020,0.4,31.4,27.2,29.3
22,8,2020,0,31.4,26.3,28.85
23,8,2020,0,31.5,26.4,28.95
24,8,2020,0.3,31.7,26.3,29
25,8,2020,0,31.4,26.4,28.9
26,8,2020,0,31.6,26.4,29
27,8,2020,0,31.3,27.3,29.3
28,8,2020,0,31.6,27.4,29.5
29,8,2020,0,31.3,27.4,29.35
30,8,2020,0,31.7,27.6,29.65
31,8,2020,0.2,32,27.7,29.85
1,9,2020,50.3,30.3,27.5,28.9
2,9,2020,14.4,27.6,25.5,26.55
3,9,2020,0,30.4,24.2,27.3
4,9,2020,0.1,31,25.1,28.05
5,9,2020,38.5,30.4,24.7,27.55
6,9,2020,45.7,28.7,23.7,26.2
7,9,2020,0,29.9,22.3,26.1
8,9,2020,150.8,30.9,26.1,28.5
9,9,2020,36.6,29.3,23.9,26.6
10,9,2020,5.6,30.4,23.6,27
11,9,2020,4,30.5,25.2,27.85
12,9,2020,12.6,29.6,26.5,28.05
13,9,2020,5.6,29.6,24.8,27.2
14,9,2020,0.7,29.8,24.7,27.25
15,9,2020,1.5,30,26.3,28.15
16,9,2020,1.8,30.6,27,28.8
17,9,2020,5.4,30.9,26.2,28.55
18,9,2020,22.9,30.5,26.4,28.45
19,9,2020,0.1,30.7,25.2,27.95
20,9,2020,8.1,30.5,27,28.75
21,9,2020,19.3,29.7,24.2,26.95
22,9,2020,4.2,29.1,23.9,26.5
23,9,2020,0,30.3,24.7,27.5
24,9,2020,30.1,30.4,26.6,28.5
25,9,2020,4.8,28.4,24.2,26.3
26,9,2020,0,30.4,24.1,27.25
27,9,2020,1.5,30.5,25.3,27.9
28,9,2020,18.7,30.7,26.4,28.55
29,9,2020,5.7,28.9,24.6,26.75
30,9,2020,28.7,30.1,25,27.55
1,10,2020,0,30.4,24.2,27.3
2,10,2020,7,30.6,26.6,28.6
3,10,2020,0.2,30.7,25.4,28.05
4,10,2020,0,30.8,27.1,28.95
5,10,2020,0,30.9,26.7,28.8
6,10,2020,0,30.5,26.5,28.5
7,10,2020,0,30.6,26.5,28.55
8,10,2020,0,30.5,25.8,28.15
9,10,2020,12.4,30.7,26.4,28.55
10,10,2020,22.2,30.7,24.7,27.7
11,10,2020,19.8,30.5,24.5,27.5
12,10,2020,0,30.8,24.9,27.85
13,10,2020,4.3,31.1,27.5,29.3
14,10,2020,38.5,29.7,25.8,27.75
15,10,2020,7.5,30,24.5,27.25
16,10,2020,0,30.6,24.8,27.7
17,10,2020,0,30.5,26.2,28.35
18,10,2020,0,30.5,26.6,28.55
19,10,2020,0,30.6,27.1,28.85
20,10,2020,0.3,30.8,27,28.9
21,10,2020,2.2,31,26.8,28.9
22,10,2020,0.5,31.2,26.6,28.9
23,10,2020,0.5,31.1,26.7,28.9
24,10,2020,0,30.7,26.7,28.7
25,10,2020,0,31.2,25.4,28.3
26,10,2020,10,31.1,27.2,29.15
27,10,2020,0,30.7,26.2,28.45
28,10,2020,0.2,30.8,25.6,28.2
29,10,2020,0,31.5,25.8,28.65
30,10,2020,0,31.2,25.8,28.5
31,10,2020,0,31.2,26,28.6
1,11,2020,0,31.3,25.4,28.35
2,11,2020,0,31.2,26.2,28.7
3,11,2020,0,31.8,25.8,28.8
4,11,2020,4.3,32,25.2,28.6
5,11,2020,16.1,31.5,23.9,27.7
6,11,2020,18.4,31.4,23.8,27.6
7,11,2020,35.7,31.6,24.1,27.85
8,11,2020,7.2,31.6,23,27.3
9,11,2020,0,33.4,23.8,28.6
10,11,2020,0.3,32.2,24.7,28.45
11,11,2020,11.5,33.1,24.8,28.95
12,11,2020,6,32.1,24.6,28.35
